L N d seed D_(MIS-1) D_MIS MIS
25 500 0.8 0 1025471067914832.0 2176892928.0 151
25 500 0.8 1 16833152924016.0 12151842048.0 154
25 500 0.8 2 734300241762528.0 641102837760.0 153
25 500 0.8 3 1.7391393852976934e+17 206913146048832.0 150
25 500 0.8 4 4.683690931639526e+16 9169382131200.0 151
25 500 0.8 5 2423834773758332.0 2485840101088.0 151
25 500 0.8 6 2361429592022568.0 3186112825800.0 151
25 500 0.8 7 2140180435504.0 4135553760.0 154
25 500 0.8 8 1.95260612800703e+19 3.069561967606733e+16 148
25 500 0.8 9 7.861091987632922e+17 827046423945216.0 147
25 500 0.8 10 6.44574470710885e+16 8902021305600.0 150
25 500 0.8 11 5.392885477084578e+17 745366879567104.0 150
25 500 0.8 12 1.3770503428834774e+17 137729661937920.0 148
25 500 0.8 13 6.336842351715752e+16 115472640143952.0 152
25 500 0.8 14 1.3522314251876814e+17 9034722495200.0 151
25 500 0.8 15 73163339434524.0 59376681000.0 152
25 500 0.8 16 35360871116864.0 16410319200.0 151
25 500 0.8 17 4.891749730019288e+18 5793926944017792.0 150
25 500 0.8 18 2.0955793783116027e+18 122784562004400.0 147
25 500 0.8 19 5.688520483086496e+19 1.2251976033514624e+17 151
25 500 0.8 20 6.584311030235616e+16 85208757926400.0 149
25 500 0.8 21 170331801046272.0 104392903680.0 151
25 500 0.8 22 606073460972064.0 10690436736.0 152
25 500 0.8 23 241607205616.0 136546032.0 152
25 500 0.8 24 6.084386574424859e+16 49206665664576.0 150
25 500 0.8 25 4.77604567042537e+16 95350332874752.0 152
25 500 0.8 26 2398934019290268.0 62437213056.0 151
25 500 0.8 27 36825514944896.0 12439388160.0 153
25 500 0.8 28 1.0796635412090607e+18 1607307538277664.0 151
25 500 0.8 29 7.325994462466863e+17 620579010932640.0 150
25 500 0.8 30 609404100380.0 861999600.0 153
25 500 0.8 31 2.8819185746838013e+17 518629714016256.0 151
25 500 0.8 32 1.0244643308398944e+16 4305198449664.0 151
25 500 0.8 33 1.679605721245248e+16 28253338747360.0 151
25 500 0.8 34 15015715475904.0 14361338880.0 154
25 500 0.8 35 1728871890919072.0 717924505600.0 150
25 500 0.8 36 6.437657872331089e+16 67281997623408.0 151
25 500 0.8 37 4087917201367976.0 1126505794240.0 151
25 500 0.8 38 1172821353216.0 1222041600.0 153
25 500 0.8 39 1.5606816733212253e+17 156396035729520.0 150
25 500 0.8 40 8807737497600.0 14976864000.0 155
25 500 0.8 41 242290256015424.0 12321849600.0 152
25 500 0.8 42 8704909541527992.0 7626825794880.0 148
25 500 0.8 43 1.3404277490268638e+17 241328940916000.0 150
25 500 0.8 44 7.68505659458706e+16 134163923232768.0 151
25 500 0.8 45 30005808158712.0 21270794400.0 151
25 500 0.8 46 13909156700304.0 13651545600.0 152
25 500 0.8 47 3.34282938403938e+16 64293518176272.0 152
25 500 0.8 48 133877599445268.0 49771451376.0 156
25 500 0.8 49 698963459963904.0 836412456960.0 151
25 500 0.8 50 51971946099264.0 871392000.0 151
25 500 0.8 51 571135538592000.0 770966968320.0 153
25 500 0.8 52 11367604990656.0 1397860128.0 153
25 500 0.8 53 935326677342336.0 1548365824000.0 153
25 500 0.8 54 2.916127993006589e+16 13789780780608.0 151
25 500 0.8 55 6999620982995088.0 1213736781120.0 150
25 500 0.8 56 1.0785490783063288e+16 9203014347072.0 149
25 500 0.8 57 3675790597988.0 564546240.0 151
25 500 0.8 58 2.2354675385488835e+19 3.805655560389792e+16 151
25 500 0.8 59 407834320368742.0 2798107200.0 151
25 500 0.8 60 1153782691200.0 1282176000.0 153
25 500 0.8 61 1.6463885807182426e+17 89977347324672.0 151
25 500 0.8 62 1.5184240895388182e+17 80301463282944.0 150
25 500 0.8 63 1.819834250179134e+17 94974289904848.0 149
25 500 0.8 64 4.395814881930077e+16 64007608740864.0 151
25 500 0.8 65 2.9240667005249423e+18 3904371160396640.0 149
25 500 0.8 66 6011128712454400.0 4554189619200.0 150
25 500 0.8 67 205716202560.0 72705600.0 152
25 500 0.8 68 4.209991107524096e+16 67637327616.0 151
25 500 0.8 69 2.650103507025467e+17 203995484984832.0 148
25 500 0.8 70 3.449169321700781e+16 50070332583936.0 151
25 500 0.8 71 15029582739112.0 1282424000.0 153
25 500 0.8 72 1.947566253423485e+16 28148968661760.0 152
25 500 0.8 73 35656071465344.0 5071881984.0 150
25 500 0.8 74 5.309379344023306e+16 9585046840896.0 152
25 500 0.8 75 61873837812666.0 45142739208.0 153
25 500 0.8 76 8.697037212046987e+16 39305163180096.0 150
25 500 0.8 77 384156897768.0 161764128.0 152
25 500 0.8 78 321581405533824.0 309537699840.0 150
25 500 0.8 79 1554935620010.0 774541824.0 153
25 500 0.8 80 1.5549370882602112e+18 2334244011287040.0 150
25 500 0.8 81 3.7701002607349465e+19 7.30427314186967e+16 150
25 500 0.8 82 9.860969349366717e+16 23822848573280.0 149
25 500 0.8 83 1581351960184652.0 2138721662308.0 152
25 500 0.8 84 1.9579760440163978e+18 1924978385417472.0 149
25 500 0.8 85 117676564100928.0 1357655040.0 151
25 500 0.8 86 7.598544842341478e+17 838548083001312.0 151
25 500 0.8 87 125706996715776.0 139266293760.0 152
25 500 0.8 88 2.794781058302042e+18 4883140092035904.0 151
25 500 0.8 89 326208880872640.0 351770125824.0 153
25 500 0.8 90 2283308868559680.0 1795542557184.0 152
25 500 0.8 91 1222092682682720.0 138409441280.0 151
25 500 0.8 92 4.285598647706533e+16 52607776968000.0 150
25 500 0.8 93 4.004013145291986e+19 2.925988048551936e+16 149
25 500 0.8 94 2.504531917594021e+17 209190348680064.0 150
25 500 0.8 95 1.057990896951034e+17 81793977395200.0 150
25 500 0.8 96 9136905935460624.0 7370383196016.0 152
25 500 0.8 97 3222730124090112.0 4507617153600.0 152
25 500 0.8 98 2464420464593440.0 1546502811840.0 151
25 500 0.8 99 8.542544261863747e+17 447719647864224.0 150
25 500 0.8 100 7229222054159928.0 13129984353120.0 153
25 500 0.8 101 9263304274466752.0 16333998382080.0 150
25 500 0.8 102 8046921287919824.0 11876976051936.0 151
25 500 0.8 103 4.800857562605706e+17 4653925165800.0 150
25 500 0.8 104 75395385505344.0 108350931456.0 153
25 500 0.8 105 1628931246752.0 1455463680.0 152
25 500 0.8 106 6.827195962506758e+16 55006871592960.0 151
25 500 0.8 107 344521310073792.0 28766534400.0 151
25 500 0.8 108 636939906000.0 562309128.0 155
25 500 0.8 109 1055045500896.0 10036224.0 151
25 500 0.8 110 1.0135489657806572e+16 19191837739392.0 152
25 500 0.8 111 1898784189623368.0 748448864880.0 152
25 500 0.8 112 13826715432960.0 15409152000.0 154
25 500 0.8 113 6197889770496.0 1897758720.0 152
25 500 0.8 114 2811683705539968.0 2713942361088.0 152
25 500 0.8 115 6.63778307472468e+17 466408158587280.0 151
25 500 0.8 116 1112483576472912.0 25671499776.0 151
