L N d seed D_(MIS-1) D_MIS MIS
9 65 0.8 0 3302 72 22
9 65 0.8 1 1432 24 22
9 65 0.8 2 369 6 23
9 65 0.8 3 4311 80 22
9 65 0.8 4 74780 1248 20
9 65 0.8 5 17412 240 21
9 65 0.8 6 3088 42 22
9 65 0.8 7 20269 416 21
9 65 0.8 8 497 7 22
9 65 0.8 9 531 6 23
9 65 0.8 10 14103 315 22
9 65 0.8 11 207 2 23
9 65 0.8 12 2565 36 22
9 65 0.8 13 10586 222 22
9 65 0.8 14 10904 208 21
9 65 0.8 15 10377 152 21
9 65 0.8 16 2000 32 22
9 65 0.8 17 6231 6 20
9 65 0.8 18 18884 192 20
9 65 0.8 19 5302 116 21
9 65 0.8 20 758 12 23
9 65 0.8 21 5394 81 22
9 65 0.8 22 2558 36 22
9 65 0.8 23 435 6 23
9 65 0.8 24 587 8 24
9 65 0.8 25 41439 1234 21
9 65 0.8 26 149757 2672 20
9 65 0.8 27 2842 48 22
9 65 0.8 28 4846 105 23
9 65 0.8 29 2484 35 21
9 65 0.8 30 347397 10200 20
9 65 0.8 31 2480 42 22
9 65 0.8 32 6710 132 22
9 65 0.8 33 200 2 23
9 65 0.8 34 4636 59 22
9 65 0.8 35 2294 36 22
9 65 0.8 36 2750 60 22
9 65 0.8 37 526 8 24
9 65 0.8 38 56685 1435 20
9 65 0.8 39 4276 78 22
9 65 0.8 40 27164 618 21
9 65 0.8 41 2006 24 22
9 65 0.8 42 3348 67 23
9 65 0.8 43 3528 42 22
9 65 0.8 44 29482 744 21
9 65 0.8 45 20076 408 21
9 65 0.8 46 5136 96 22
9 65 0.8 47 2392 34 22
9 65 0.8 48 7055 82 21
9 65 0.8 49 6412 120 22
9 65 0.8 50 14996 208 21
9 65 0.8 51 41231 1248 21
9 65 0.8 52 430 7 24
9 65 0.8 53 272 4 24
9 65 0.8 54 8232 176 21
9 65 0.8 55 624 8 22
9 65 0.8 56 1213296 42758 20
9 65 0.8 57 34586 652 20
9 65 0.8 58 3923 50 22
9 65 0.8 59 16842 441 22
9 65 0.8 60 4468 81 21
9 65 0.8 61 4180 36 22
9 65 0.8 62 81994 1532 20
9 65 0.8 63 199506 5498 20
9 65 0.8 64 11981 256 22
9 65 0.8 65 86916 2220 21
9 65 0.8 66 3149 18 21
9 65 0.8 67 2027 21 23
9 65 0.8 68 2014 6 22
9 65 0.8 69 20528 360 21
9 65 0.8 70 42023 762 21
9 65 0.8 71 37676 960 21
9 65 0.8 72 6882 148 22
9 65 0.8 73 217184 6082 20
9 65 0.8 74 1892 36 23
9 65 0.8 75 192084 5008 21
9 65 0.8 76 34824 752 20
9 65 0.8 77 249555 6732 20
9 65 0.8 78 1935 31 23
9 65 0.8 79 28469 490 21
9 65 0.8 80 838 12 23
9 65 0.8 81 4650 73 21
9 65 0.8 82 236353 6235 20
9 65 0.8 83 186 2 24
9 65 0.8 84 20670 540 21
9 65 0.8 85 344232 8936 20
9 65 0.8 86 5040 96 22
9 65 0.8 87 97050 2360 21
9 65 0.8 88 6160 128 21
9 65 0.8 89 1102 8 22
9 65 0.8 90 126614 3128 20
9 65 0.8 91 1136 16 22
9 65 0.8 92 142044 2548 20
9 65 0.8 93 584 10 23
9 65 0.8 94 9691 196 22
9 65 0.8 95 11217 216 21
9 65 0.8 96 4734 50 21
9 65 0.8 97 2298 40 23
9 65 0.8 98 1826 16 21
9 65 0.8 99 20025 450 22
9 65 0.8 100 2142 36 22
9 65 0.8 101 12204 254 22
9 65 0.8 102 13720 240 21
9 65 0.8 103 343 3 22
9 65 0.8 104 2087 35 23
9 65 0.8 105 7941 156 22
9 65 0.8 106 6750 144 22
9 65 0.8 107 15278 191 21
9 65 0.8 108 16462 242 20
9 65 0.8 109 12794 340 22
9 65 0.8 110 14124 352 21
9 65 0.8 111 2214 30 22
9 65 0.8 112 61860 1284 20
9 65 0.8 113 34914 784 21
9 65 0.8 114 23646 486 21
9 65 0.8 115 1024 16 23
9 65 0.8 116 7065 151 22
9 65 0.8 117 5926 110 22
9 65 0.8 118 4711 98 23
9 65 0.8 119 733 13 24
9 65 0.8 120 19677 428 21
9 65 0.8 121 3382 56 23
9 65 0.8 122 12997 264 21
9 65 0.8 123 39598 1196 21
9 65 0.8 124 4362 72 21
9 65 0.8 125 10736 80 21
9 65 0.8 126 1359 22 23
9 65 0.8 127 31257 762 21
9 65 0.8 128 2970 36 22
9 65 0.8 129 1881 36 22
9 65 0.8 130 188058 4956 20
9 65 0.8 131 2445 36 21
9 65 0.8 132 32392 736 21
9 65 0.8 133 640 12 23
9 65 0.8 134 17740 480 21
9 65 0.8 135 41764 786 20
9 65 0.8 136 15740 159 21
9 65 0.8 137 1934 36 22
9 65 0.8 138 3481 66 22
9 65 0.8 139 10810 216 22
9 65 0.8 140 12480 302 22
9 65 0.8 141 53127 1470 21
9 65 0.8 142 1694 36 23
9 65 0.8 143 2523 38 21
9 65 0.8 144 114797 2913 20
9 65 0.8 145 7108 120 22
9 65 0.8 146 6928 142 22
9 65 0.8 147 44812 856 21
9 65 0.8 148 8502 196 22
9 65 0.8 149 217364 4986 20
9 65 0.8 150 371 5 23
9 65 0.8 151 690 12 23
9 65 0.8 152 29428 720 21
9 65 0.8 153 12016 221 21
9 65 0.8 154 1223 20 22
9 65 0.8 155 58214 1312 20
9 65 0.8 156 1207 18 22
9 65 0.8 157 644 10 23
9 65 0.8 158 19714 354 21
9 65 0.8 159 176908 5478 20
9 65 0.8 160 565 10 23
9 65 0.8 161 1054 16 23
9 65 0.8 162 1454 24 23
9 65 0.8 163 2878 4 22
9 65 0.8 164 19112 408 22
9 65 0.8 165 1448 24 22
9 65 0.8 166 557 6 22
9 65 0.8 167 6784 120 22
9 65 0.8 168 2927 31 21
9 65 0.8 169 44052 1088 21
9 65 0.8 170 2440 36 22
9 65 0.8 171 22159 526 22
9 65 0.8 172 15198 268 21
9 65 0.8 173 25891 570 21
9 65 0.8 174 3296 60 22
9 65 0.8 175 1376 30 23
9 65 0.8 176 9486 136 22
9 65 0.8 177 2383 42 22
9 65 0.8 178 75124 1999 20
9 65 0.8 179 346244 10886 20
9 65 0.8 180 146199 3506 20
9 65 0.8 181 11979 60 21
9 65 0.8 182 16215 286 21
9 65 0.8 183 43155 900 21
9 65 0.8 184 5024 103 23
9 65 0.8 185 9981 45 21
9 65 0.8 186 5203 116 22
9 65 0.8 187 3306 66 21
9 65 0.8 188 4638 84 22
9 65 0.8 189 4404 80 22
9 65 0.8 190 26190 618 22
9 65 0.8 191 3630 60 22
9 65 0.8 192 5162 16 21
9 65 0.8 193 450 7 22
9 65 0.8 194 6632 112 21
9 65 0.8 195 152130 4108 21
9 65 0.8 196 11226 120 21
9 65 0.8 197 142 2 23
9 65 0.8 198 80851 1924 20
9 65 0.8 199 23216 468 21
9 65 0.8 200 539 6 23
9 65 0.8 201 3518 60 22
9 65 0.8 202 3395 66 23
9 65 0.8 203 2002 21 22
9 65 0.8 204 6794 135 22
9 65 0.8 205 1968 36 22
9 65 0.8 206 13502 267 21
9 65 0.8 207 41177 1136 21
9 65 0.8 208 8404 164 22
9 65 0.8 209 797 8 23
9 65 0.8 210 9308 225 22
9 65 0.8 211 328 6 24
9 65 0.8 212 884 14 23
9 65 0.8 213 4302 48 22
9 65 0.8 214 1808 33 22
9 65 0.8 215 3990 77 22
9 65 0.8 216 2915 56 23
9 65 0.8 217 824 12 23
9 65 0.8 218 2960 54 21
9 65 0.8 219 1709 24 22
9 65 0.8 220 26055 530 21
9 65 0.8 221 14562 318 21
9 65 0.8 222 2384 48 22
9 65 0.8 223 27733 658 21
9 65 0.8 224 3547 21 21
9 65 0.8 225 16975 394 22
9 65 0.8 226 115139 3444 21
9 65 0.8 227 22940 480 21
9 65 0.8 228 10512 208 22
9 65 0.8 229 71880 1548 20
9 65 0.8 230 6173 116 22
9 65 0.8 231 3461 66 21
9 65 0.8 232 4278 72 22
9 65 0.8 233 567 9 23
9 65 0.8 234 13398 268 22
9 65 0.8 235 25742 596 21
9 65 0.8 236 2332 16 22
9 65 0.8 237 168136 4972 20
9 65 0.8 238 9228 180 22
9 65 0.8 239 50942 1236 21
9 65 0.8 240 56706 1376 21
9 65 0.8 241 25340 410 21
9 65 0.8 242 10864 192 21
9 65 0.8 243 77461 1744 21
9 65 0.8 244 5472 98 22
9 65 0.8 245 2364 36 22
9 65 0.8 246 493616 18784 20
9 65 0.8 247 1648 32 23
9 65 0.8 248 863 12 23
9 65 0.8 249 26248 368 21
9 65 0.8 250 43322 1100 21
9 65 0.8 251 1068 10 23
9 65 0.8 252 98616 2880 21
9 65 0.8 253 867 15 23
9 65 0.8 254 369 5 23
9 65 0.8 255 23064 384 21
9 65 0.8 256 38380 1024 21
9 65 0.8 257 5234 80 22
9 65 0.8 258 5805 132 21
9 65 0.8 259 1640 20 22
9 65 0.8 260 117534 2764 20
9 65 0.8 261 11247 222 22
9 65 0.8 262 1808 36 22
9 65 0.8 263 14997 303 22
9 65 0.8 264 1370 24 23
9 65 0.8 265 30968 334 21
9 65 0.8 266 10191 192 21
9 65 0.8 267 11664 248 22
9 65 0.8 268 4680 84 22
9 65 0.8 269 1844 32 22
9 65 0.8 270 7148 120 21
9 65 0.8 271 1008 16 23
9 65 0.8 272 2064 36 22
9 65 0.8 273 88266 2052 20
9 65 0.8 274 579 6 23
9 65 0.8 275 2128 32 23
9 65 0.8 276 310505 8618 20
9 65 0.8 277 148 2 23
9 65 0.8 278 555 9 23
9 65 0.8 279 110777 3192 20
9 65 0.8 280 15870 280 22
9 65 0.8 281 1001 21 22
9 65 0.8 282 12816 128 21
9 65 0.8 283 3660 72 22
9 65 0.8 284 5270 90 22
9 65 0.8 285 149010 3654 20
9 65 0.8 286 1091 20 23
9 65 0.8 287 11679 218 21
9 65 0.8 288 2514 43 23
9 65 0.8 289 16092 420 22
9 65 0.8 290 85738 1932 20
9 65 0.8 291 1784 33 22
9 65 0.8 292 15456 324 22
9 65 0.8 293 21337 435 21
9 65 0.8 294 3550 44 21
9 65 0.8 295 598 6 23
9 65 0.8 296 1815 23 21
9 65 0.8 297 8800 180 21
9 65 0.8 298 2349 46 22
9 65 0.8 299 2233 40 23
9 65 0.8 300 241 3 23
9 65 0.8 301 7900 160 22
9 65 0.8 302 14984 272 21
9 65 0.8 303 8156 120 22
9 65 0.8 304 1047 18 23
9 65 0.8 305 804 12 24
9 65 0.8 306 308 4 23
9 65 0.8 307 1590 20 22
9 65 0.8 308 9355 172 21
9 65 0.8 309 1548 24 22
9 65 0.8 310 1103 16 22
9 65 0.8 311 8964 190 22
9 65 0.8 312 2770 52 22
9 65 0.8 313 471 6 23
9 65 0.8 314 423 6 23
9 65 0.8 315 15373 360 21
