L N d seed D_(MIS-1) D_MIS MIS
15 180 0.8 0 562324390 1108026 55
15 180 0.8 1 1761290068 11521456 55
15 180 0.8 2 1720464 7296 57
15 180 0.8 3 44171500 168128 57
15 180 0.8 4 59502256826 398490064 54
15 180 0.8 5 5440433496 33944184 55
15 180 0.8 6 3954459 23058 58
15 180 0.8 7 49214884 218356 56
15 180 0.8 8 27885082848 89690240 53
15 180 0.8 9 233329380 1426176 56
15 180 0.8 10 633406 2040 57
15 180 0.8 11 28208284 133328 56
15 180 0.8 12 3989294220 29183760 55
15 180 0.8 13 302813225 1503574 56
15 180 0.8 14 133481994 179844 55
15 180 0.8 15 285453336 361492 55
15 180 0.8 16 9913800 34400 57
15 180 0.8 17 372721967 1464342 54
15 180 0.8 18 241136 1128 59
15 180 0.8 19 7646092 33440 58
15 180 0.8 20 422080 896 58
15 180 0.8 21 3043544 7776 55
15 180 0.8 22 303894938 1949880 56
15 180 0.8 23 7578284 53280 58
15 180 0.8 24 65837 280 57
15 180 0.8 25 3885231980 19028992 55
15 180 0.8 26 701205496 4632464 56
15 180 0.8 27 3562976 19200 57
15 180 0.8 28 345708834 1823704 57
15 180 0.8 29 60853 260 61
15 180 0.8 30 1591114 6150 58
15 180 0.8 31 44750886 264112 56
15 180 0.8 32 8347134238 56276856 55
15 180 0.8 33 3125059224 11674800 54
15 180 0.8 34 1174062068 7628300 55
15 180 0.8 35 12228105014 69986656 55
15 180 0.8 36 534496214 3175621 55
15 180 0.8 37 17448680 24000 55
15 180 0.8 38 2618518878 12587072 55
15 180 0.8 39 2582128 3456 57
15 180 0.8 40 187377744 1093280 55
15 180 0.8 41 587558570 4203794 57
15 180 0.8 42 75352 144 56
15 180 0.8 43 83372 20 57
15 180 0.8 44 56174340 375984 58
15 180 0.8 45 4438586820 14896908 54
15 180 0.8 46 69871302 439526 57
15 180 0.8 47 214869408 832656 55
15 180 0.8 48 103342710 362648 55
15 180 0.8 49 5622196 1200 56
15 180 0.8 50 203374 728 58
15 180 0.8 51 8102358 37464 57
15 180 0.8 52 70271560 384000 56
15 180 0.8 53 26394396 61740 56
15 180 0.8 54 1922322 9300 58
15 180 0.8 55 4442874419 30774064 56
15 180 0.8 56 41026998 39152 54
15 180 0.8 57 19492248 101952 56
15 180 0.8 58 329606968 2484608 56
15 180 0.8 59 192075858 1084140 56
15 180 0.8 60 367292 1706 59
15 180 0.8 61 242411380 1449696 55
15 180 0.8 62 3051964 3720 54
15 180 0.8 63 5479372 30206 58
15 180 0.8 64 15651531 90705 58
15 180 0.8 65 1298216 6120 57
15 180 0.8 66 162794334 1101060 56
15 180 0.8 67 719452691 4583106 56
15 180 0.8 68 16852069 89550 57
15 180 0.8 69 2031872 7008 57
15 180 0.8 70 2413312 4480 57
15 180 0.8 71 211928424 1149970 56
15 180 0.8 72 178514 200 57
15 180 0.8 73 40184480 275840 56
15 180 0.8 74 2842516 11160 57
15 180 0.8 75 591018 2904 59
15 180 0.8 76 16037040 77088 57
15 180 0.8 77 1711680 5304 57
15 180 0.8 78 40189614 220056 56
15 180 0.8 79 2300692 13056 59
15 180 0.8 80 111180226 80136 56
15 180 0.8 81 7778347 31092 57
15 180 0.8 82 7875349976 59757468 55
15 180 0.8 83 19533232 113568 57
15 180 0.8 84 190003336 733440 56
15 180 0.8 85 73520170 144440 56
15 180 0.8 86 4512900 12480 57
15 180 0.8 87 2783699518 21425100 55
15 180 0.8 88 39201132 219024 56
15 180 0.8 89 54833350 137160 56
15 180 0.8 90 1459189472 8822660 55
15 180 0.8 91 161602300 869888 55
15 180 0.8 92 588095 1962 56
15 180 0.8 93 23196976 74112 57
15 180 0.8 94 1204343727 1782096 55
15 180 0.8 95 33575344 256000 56
15 180 0.8 96 346242618 2466456 56
15 180 0.8 97 334790 1140 57
15 180 0.8 98 30352136 19440 56
15 180 0.8 99 3238296 7200 55
15 180 0.8 100 36596857 106338 56
15 180 0.8 101 3158976 12096 57
15 180 0.8 102 805037 36 57
15 180 0.8 103 3926528 18810 57
15 180 0.8 104 347095394 1956138 55
15 180 0.8 105 338032024 397152 55
15 180 0.8 106 1148686 6468 58
15 180 0.8 107 2533464 10962 57
15 180 0.8 108 1162834441 8993790 56
15 180 0.8 109 59271692 116248 56
15 180 0.8 110 5253193292 45772072 55
15 180 0.8 111 337558612 2292392 56
15 180 0.8 112 443813287 2775098 55
15 180 0.8 113 432086770 3236500 55
15 180 0.8 114 185785176 476316 55
15 180 0.8 115 71787491646 596639400 54
15 180 0.8 116 790778043 3297336 56
15 180 0.8 117 28705100 103464 57
15 180 0.8 118 10834452 39624 56
15 180 0.8 119 480793848 380160 55
15 180 0.8 120 290430881 965622 56
15 180 0.8 121 1360552 6544 58
15 180 0.8 122 35977466 189464 56
15 180 0.8 123 1010047824 5335776 55
15 180 0.8 124 74879889 378176 56
15 180 0.8 125 39844886 264180 58
15 180 0.8 126 422959072 134784 54
15 180 0.8 127 4764348620 31948672 55
15 180 0.8 128 174748 720 58
15 180 0.8 129 479044164 2373824 56
15 180 0.8 130 23726961 115830 56
15 180 0.8 131 4552997131 25720140 54
15 180 0.8 132 3286176953 25371166 55
15 180 0.8 133 2525699 16494 59
15 180 0.8 134 9857232 42768 56
15 180 0.8 135 143636247 226200 56
15 180 0.8 136 12791304 9504 55
15 180 0.8 137 3545644 14248 56
15 180 0.8 138 35338470 189480 57
15 180 0.8 139 8244486 20298 55
15 180 0.8 140 657790 3477 58
15 180 0.8 141 202317356 1096640 55
15 180 0.8 142 532238196 3116816 57
15 180 0.8 143 4856193 29620 59
15 180 0.8 144 10636420 5184 57
15 180 0.8 145 614978388 2579040 55
15 180 0.8 146 10147692 56808 57
15 180 0.8 147 154636140 969976 56
15 180 0.8 148 6064960704 44469216 55
15 180 0.8 149 42202592 276948 57
15 180 0.8 150 6608936220 50004352 55
15 180 0.8 151 344743398 1791000 56
15 180 0.8 152 4308303642 28385501 54
15 180 0.8 153 18646376 94368 57
15 180 0.8 154 81861800 632736 58
15 180 0.8 155 8663292 36624 56
15 180 0.8 156 746859 2496 57
15 180 0.8 157 15448156 65488 57
15 180 0.8 158 168069320 1115328 56
15 180 0.8 159 17091678 52596 55
15 180 0.8 160 193863672 682560 55
15 180 0.8 161 123773584 52800 56
15 180 0.8 162 31016452 169400 57
15 180 0.8 163 366002032 2575680 57
15 180 0.8 164 1081430194 6380440 54
15 180 0.8 165 14907080 40800 57
15 180 0.8 166 7264053 27846 56
15 180 0.8 167 46516 160 59
15 180 0.8 168 2671120788 20951244 55
15 180 0.8 169 150426024 594276 55
15 180 0.8 170 144397423808 475587168 54
15 180 0.8 171 504198 1728 58
15 180 0.8 172 59347016 191840 56
15 180 0.8 173 13150254 72944 58
15 180 0.8 174 456238178 940208 55
15 180 0.8 175 1261036 7380 57
15 180 0.8 176 37256384 222300 56
15 180 0.8 177 16753680 96800 57
15 180 0.8 178 11674932 65520 57
15 180 0.8 179 88123638 510720 56
15 180 0.8 180 2945636 7850 58
15 180 0.8 181 14534902 73932 59
15 180 0.8 182 37672629 210600 58
15 180 0.8 183 740028 1680 57
15 180 0.8 184 1488324328 10029036 56
15 180 0.8 185 6891071408 42688332 55
15 180 0.8 186 108975817 439005 56
15 180 0.8 187 571809365 4338738 56
15 180 0.8 188 8294571488 50824960 55
15 180 0.8 189 1378664141 7578270 55
15 180 0.8 190 253526 1230 59
15 180 0.8 191 90612328 163392 55
15 180 0.8 192 22602180 90981 55
15 180 0.8 193 580377 144 56
15 180 0.8 194 562528610 1970328 54
15 180 0.8 195 4556 16 61
15 180 0.8 196 23331880 64000 55
15 180 0.8 197 207112716 1448208 57
15 180 0.8 198 3916925 7650 58
15 180 0.8 199 2609440 11040 56
15 180 0.8 200 21208464 133488 56
15 180 0.8 201 4514394 26208 58
15 180 0.8 202 1731030 4760 57
15 180 0.8 203 3622648 24288 58
15 180 0.8 204 211864504 1626498 57
15 180 0.8 205 750818 3584 58
15 180 0.8 206 19248272 24960 55
15 180 0.8 207 238355990 1799512 56
15 180 0.8 208 1056361209 6602364 55
15 180 0.8 209 121206116 720276 57
15 180 0.8 210 200966936 34560 55
15 180 0.8 211 2384284 3864 57
15 180 0.8 212 141258564 798472 56
15 180 0.8 213 3005302 14392 58
15 180 0.8 214 47272058 164088 57
15 180 0.8 215 1850154288 13944312 55
15 180 0.8 216 23369361 137700 57
15 180 0.8 217 691796272 4493952 56
15 180 0.8 218 12320128 54200 58
15 180 0.8 219 469486538 3191226 55
15 180 0.8 220 130578838 507000 56
15 180 0.8 221 12075506312 74776640 54
15 180 0.8 222 31461276 41040 56
15 180 0.8 223 2463399955 18133364 55
15 180 0.8 224 977544 3096 57
15 180 0.8 225 280310520 2086560 57
15 180 0.8 226 13452556 72782 57
15 180 0.8 227 556839287 3384694 55
15 180 0.8 228 18903111 96264 57
15 180 0.8 229 10637346 19440 56
15 180 0.8 230 7884339 9426 57
15 180 0.8 231 16547888196 106171660 55
15 180 0.8 232 46447691 226176 56
15 180 0.8 233 107420244 762360 56
15 180 0.8 234 27245483 136470 57
15 180 0.8 235 21243409088 203686944 55
15 180 0.8 236 2527620 14280 57
15 180 0.8 237 8150834 31872 57
15 180 0.8 238 3802652 6600 56
15 180 0.8 239 721263480 5680296 57
15 180 0.8 240 2333052 10800 57
15 180 0.8 241 3725297736 14280000 54
15 180 0.8 242 959114470 6813276 55
15 180 0.8 243 374473016 2519456 56
15 180 0.8 244 147264 192 57
15 180 0.8 245 482948 428 55
15 180 0.8 246 32061819592 230166128 55
15 180 0.8 247 12708406304 77318466 55
15 180 0.8 248 7399886 21828 56
15 180 0.8 249 8958012 37656 57
15 180 0.8 250 83740544 377952 57
15 180 0.8 251 11558536 24480 57
15 180 0.8 252 9539024 33792 57
15 180 0.8 253 153012021 923686 57
15 180 0.8 254 127113335326 1076008296 55
15 180 0.8 255 494176 2400 58
15 180 0.8 256 1245719 7386 59
15 180 0.8 257 565416373 4557552 57
15 180 0.8 258 28475632 116672 55
15 180 0.8 259 186158886 144040 54
15 180 0.8 260 80030970 544708 56
15 180 0.8 261 11355344 57600 57
15 180 0.8 262 3671288 4560 56
15 180 0.8 263 27045452 36900 56
15 180 0.8 264 1765798 10980 58
15 180 0.8 265 92854584 601776 56
15 180 0.8 266 64348268 371808 56
15 180 0.8 267 23421440 160704 57
15 180 0.8 268 451334269 3079476 56
15 180 0.8 269 395409188 2394184 56
15 180 0.8 270 13234488 26472 57
15 180 0.8 271 604980200 176580 56
15 180 0.8 272 136253 578 58
15 180 0.8 273 326328604 1642284 55
15 180 0.8 274 6824785259 41409624 54
15 180 0.8 275 245862504 1870080 57
15 180 0.8 276 240616 96 58
15 180 0.8 277 77782834 476532 56
15 180 0.8 278 1051991 780 58
15 180 0.8 279 3150172 12720 58
15 180 0.8 280 194532951 640896 57
15 180 0.8 281 11003499 26352 56
15 180 0.8 282 2739598 11760 56
15 180 0.8 283 174081310 887024 56
15 180 0.8 284 1467533876 8695736 56
15 180 0.8 285 277499628 850256 55
15 180 0.8 286 1655520787 13398414 55
15 180 0.8 287 6793956 31584 57
15 180 0.8 288 2247080 7566 57
15 180 0.8 289 4953438040 34349016 55
15 180 0.8 290 136491910 568700 56
15 180 0.8 291 247268224 761080 56
15 180 0.8 292 1956105 8880 57
15 180 0.8 293 1432870479 6180586 55
15 180 0.8 294 4030096572 30704224 55
15 180 0.8 295 4600901 12432 56
15 180 0.8 296 1792290 1720 56
15 180 0.8 297 55974658 5754 57
15 180 0.8 298 28103550 106272 57
15 180 0.8 299 3857056 2400 57
15 180 0.8 300 232452 1144 58
15 180 0.8 301 935917383 4982124 55
15 180 0.8 302 6979663005 50975136 55
15 180 0.8 303 33950058 233340 58
15 180 0.8 304 52516816 153504 56
15 180 0.8 305 9523282 50064 58
15 180 0.8 306 229082460 1372464 56
15 180 0.8 307 70348904 403152 56
15 180 0.8 308 45816906 279228 58
15 180 0.8 309 765387805 5718786 57
15 180 0.8 310 346464479 1670280 56
