L N d seed D_(MIS-1) D_MIS MIS
11 97 0.8 589 1.067116e6 17384.0 31
11 97 0.8 590 44441.0 393.0 31
11 97 0.8 591 2288.0 22.0 33
11 97 0.8 592 9605.0 102.0 33
11 97 0.8 593 2260.0 16.0 33
11 97 0.8 594 42170.0 570.0 32
11 97 0.8 595 213294.0 2862.0 32
11 97 0.8 596 15211.0 166.0 34
11 97 0.8 597 50096.0 598.0 32
11 97 0.8 598 21287.0 180.0 32
11 97 0.8 599 229040.0 3480.0 31
11 97 0.8 600 2.143423e6 19344.0 30
11 97 0.8 601 3897.0 30.0 32
11 97 0.8 602 2.188958e6 27368.0 30
11 97 0.8 603 147128.0 1936.0 31
11 97 0.8 604 3.206244e6 53644.0 30
11 97 0.8 605 12639.0 146.0 32
11 97 0.8 606 40150.0 288.0 31
11 97 0.8 607 65102.0 132.0 30
11 97 0.8 608 3492.0 32.0 32
11 97 0.8 609 193322.0 2220.0 32
11 97 0.8 610 2119.0 20.0 34
11 97 0.8 611 678268.0 7096.0 31
11 97 0.8 612 453483.0 3990.0 31
11 97 0.8 613 33996.0 348.0 32
11 97 0.8 614 3720.0 45.0 34
11 97 0.8 615 127955.0 1110.0 31
11 97 0.8 616 7308.0 64.0 33
11 97 0.8 617 20272.0 238.0 33
11 97 0.8 618 413158.0 6228.0 31
11 97 0.8 619 139916.0 1520.0 30
11 97 0.8 620 93524.0 1088.0 31
11 97 0.8 621 121300.0 1032.0 31
11 97 0.8 622 135379.0 1512.0 32
11 97 0.8 623 2.001716e6 23820.0 30
11 97 0.8 624 126637.0 1372.0 32
11 97 0.8 625 93155.0 966.0 31
11 97 0.8 626 6828.0 26.0 32
11 97 0.8 627 90134.0 1128.0 32
11 97 0.8 628 63266.0 594.0 32
11 97 0.8 629 1.142421e6 16926.0 30
11 97 0.8 630 52872.0 588.0 32
11 97 0.8 631 108719.0 784.0 31
11 97 0.8 632 552248.0 7500.0 31
11 97 0.8 633 334801.0 3132.0 30
11 97 0.8 634 331142.0 4420.0 31
11 97 0.8 635 33742.0 360.0 33
11 97 0.8 636 33774.0 390.0 33
11 97 0.8 637 1605.0 15.0 34
11 97 0.8 638 70812.0 757.0 31
11 97 0.8 639 1.030026e6 15010.0 30
11 97 0.8 640 64796.0 908.0 32
11 97 0.8 641 1.424548e6 13728.0 30
11 97 0.8 642 1091.0 12.0 34
11 97 0.8 643 107645.0 1532.0 31
11 97 0.8 644 51817.0 624.0 32
11 97 0.8 645 2840.0 12.0 32
11 97 0.8 646 130214.0 1728.0 31
11 97 0.8 647 3.172411e6 58492.0 31
11 97 0.8 648 867.0 6.0 33
11 97 0.8 649 114344.0 1344.0 32
11 97 0.8 650 868467.0 10880.0 30
11 97 0.8 651 3396.0 32.0 33
11 97 0.8 652 145554.0 1920.0 31
11 97 0.8 653 5165.0 30.0 32
11 97 0.8 654 1.408281e6 17964.0 31
11 97 0.8 655 2721.0 18.0 32
11 97 0.8 656 9978.0 90.0 32
11 97 0.8 657 17530.0 36.0 31
11 97 0.8 658 3036.0 30.0 33
11 97 0.8 659 5.083853e6 80717.0 30
11 97 0.8 660 56728.0 832.0 32
11 97 0.8 661 560562.0 5648.0 30
11 97 0.8 662 334632.0 3921.0 31
11 97 0.8 663 2611.0 32.0 33
11 97 0.8 664 185644.0 2124.0 31
11 97 0.8 665 30400.0 240.0 31
11 97 0.8 666 33187.0 366.0 31
11 97 0.8 667 13096.0 144.0 33
11 97 0.8 668 1139.0 6.0 33
11 97 0.8 669 431804.0 6330.0 31
11 97 0.8 670 269178.0 3456.0 31
11 97 0.8 671 465516.0 4966.0 30
11 97 0.8 672 13361.0 147.0 33
11 97 0.8 673 2827.0 18.0 32
11 97 0.8 674 475166.0 5540.0 30
11 97 0.8 675 4914.0 28.0 32
11 97 0.8 676 10436.0 76.0 32
11 97 0.8 677 435249.0 3018.0 30
11 97 0.8 678 3.7503794e7 683700.0 29
11 97 0.8 679 14360.0 100.0 33
11 97 0.8 680 134692.0 760.0 30
11 97 0.8 681 2.717216e6 48126.0 30
11 97 0.8 682 104560.0 1248.0 32
11 97 0.8 683 23832.0 218.0 33
11 97 0.8 684 3.383715e6 52981.0 30
11 97 0.8 685 91572.0 825.0 31
11 97 0.8 686 82302.0 1080.0 32
11 97 0.8 687 2.284901e6 22728.0 30
11 97 0.8 688 2.006682e6 33432.0 31
11 97 0.8 689 1.363637e6 16110.0 30
11 97 0.8 690 380196.0 3978.0 30
11 97 0.8 691 27527.0 30.0 30
11 97 0.8 692 690828.0 8364.0 30
11 97 0.8 693 159070.0 1264.0 30
11 97 0.8 694 155387.0 1512.0 31
11 97 0.8 695 81761.0 855.0 31
11 97 0.8 696 767916.0 7200.0 30
11 97 0.8 697 421114.0 3536.0 30
11 97 0.8 698 270558.0 3150.0 30
11 97 0.8 699 83926.0 833.0 32
11 97 0.8 700 1.650351e6 19754.0 30
11 97 0.8 701 127067.0 1615.0 31
11 97 0.8 702 28130.0 312.0 32
11 97 0.8 703 56392.0 576.0 32
11 97 0.8 704 358045.0 6354.0 31
11 97 0.8 705 13873.0 165.0 32
11 97 0.8 706 13218.0 120.0 32
11 97 0.8 707 188967.0 2475.0 32
11 97 0.8 708 36417.0 468.0 32
11 97 0.8 709 148842.0 1980.0 30
11 97 0.8 710 259350.0 2624.0 31
11 97 0.8 711 17358.0 216.0 32
11 97 0.8 712 2.279476e6 35704.0 31
11 97 0.8 713 115920.0 844.0 31
11 97 0.8 714 4093.0 42.0 33
11 97 0.8 715 199310.0 2496.0 31
11 97 0.8 716 249746.0 3336.0 31
11 97 0.8 717 28591.0 296.0 33
11 97 0.8 718 54564.0 660.0 33
11 97 0.8 719 125054.0 1760.0 32
11 97 0.8 720 1.0377842e7 173664.0 30
11 97 0.8 721 98862.0 1160.0 31
11 97 0.8 722 49870.0 636.0 32
11 97 0.8 723 80983.0 568.0 32
11 97 0.8 724 33021.0 426.0 31
11 97 0.8 725 381261.0 5540.0 31
11 97 0.8 726 5.178152e6 83406.0 30
11 97 0.8 727 90282.0 1188.0 32
11 97 0.8 728 32108.0 360.0 31
11 97 0.8 729 776070.0 9494.0 31
11 97 0.8 730 282132.0 2304.0 31
