L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
21,0.4,0,1,0.002919,0.004168,0.004086,0.002716,0.003922,0.004801,93
21,0.4,1,1,0.002802,0.004088,0.004019,0.002843,0.003801,0.003936,93
21,0.4,2,1,0.002847,0.004138,0.004004,0.002743,0.003909,0.003788,92
21,0.4,3,1,0.002913,0.004135,0.004115,0.002722,0.003896,0.003788,90
21,0.4,4,1,0.002669,0.00404,0.003856,0.005258,0.003857,0.006351,93
21,0.4,5,1,0.002897,0.004132,0.004081,0.002894,0.003859,0.003934,92
21,0.4,6,1,0.003037,0.00418,0.004221,0.002798,0.003846,0.003894,92
21,0.4,7,1,0.010798,0.010524,0.012075,0.008676,0.013397,0.009789,92
21,0.4,8,1,0.010824,0.01815,0.012136,0.00837,0.012934,0.009488,91
21,0.4,9,1,0.002947,0.004232,0.00423,0.00266,0.003759,0.003704,92
21,0.4,10,1,0.002728,0.004038,0.003927,0.00281,0.003743,0.003859,94
21,0.4,11,1,0.003085,0.004398,0.004328,0.002747,0.003961,0.00381,91
21,0.4,12,1,0.00685,0.009957,0.008054,0.00914,0.013405,0.010251,93
21,0.4,13,1,0.006987,0.010027,0.008227,0.010363,0.014854,0.011467,92
21,0.4,14,1,0.002711,0.003977,0.003886,0.00353,0.004064,0.004647,93
21,0.4,15,1,0.00876,0.012882,0.010055,0.011413,0.015212,0.012551,91
21,0.4,16,1,0.00371,0.004252,0.005002,0.003546,0.003735,0.004594,91
21,0.4,17,1,0.002603,0.003976,0.003817,0.002454,0.003597,0.003489,92
21,0.4,18,1,0.003082,0.004286,0.004322,0.00266,0.003794,0.003722,92
21,0.4,19,1,0.003158,0.004524,0.004395,0.00303,0.004143,0.004189,92
21,0.4,20,1,0.002777,0.004011,0.003949,0.002543,0.003693,0.003584,93
21,0.4,21,1,0.003034,0.004367,0.004313,0.002654,0.003708,0.00386,91
21,0.4,22,1,0.003064,0.00431,0.004299,0.002723,0.003847,0.003796,91
21,0.4,23,1,0.002911,0.004028,0.004081,0.002486,0.003644,0.003541,92
21,0.4,24,1,0.007685,0.010329,0.009801,0.009291,0.013858,0.010456,94
21,0.4,25,1,0.002968,0.004108,0.004173,0.00276,0.003923,0.00381,93
21,0.4,26,1,0.002768,0.00409,0.003939,0.002628,0.003776,0.00369,91
21,0.4,27,1,0.002798,0.00421,0.004061,0.002614,0.003833,0.003725,94
21,0.4,28,1,0.002952,0.004326,0.004173,0.00269,0.003959,0.003809,92
21,0.4,29,1,0.003026,0.004277,0.004273,0.002602,0.003771,0.003654,93
21,0.4,30,1,0.005955,0.004307,0.00723,0.0026,0.003815,0.003726,92
21,0.4,31,1,0.002833,0.003973,0.004023,0.002572,0.003733,0.003636,90
21,0.4,32,1,0.002714,0.004151,0.00404,0.002541,0.003751,0.003644,93
21,0.4,33,1,0.002783,0.004052,0.004028,0.002604,0.003696,0.003672,93
21,0.4,34,1,0.002816,0.004106,0.004004,0.002795,0.003806,0.003874,93
21,0.4,35,1,0.002943,0.004201,0.004154,0.002615,0.003743,0.00365,92
21,0.4,36,1,0.002998,0.004377,0.004312,0.002894,0.004099,0.004077,93
21,0.4,37,1,0.003128,0.004561,0.004425,0.005001,0.004198,0.006096,90
21,0.4,38,1,0.003478,0.004701,0.004803,0.002804,0.003945,0.003876,91
21,0.4,39,1,0.0029,0.004268,0.004127,0.00265,0.003899,0.003722,91
21,0.4,40,1,0.00302,0.004378,0.004248,0.002768,0.003932,0.003834,91
