L,N,d,r,seed,D_(MIS-1),D_MIS,MIS,Process time counter
21,353,0.8,2.0,0,63588818.0,91104.0,83,59.52
21,353,0.8,2.0,1,140904450.0,79715.0,82,55.73
21,353,0.8,2.0,2,997044.0,72.0,83,52.28
21,353,0.8,2.0,3,6755469.0,1120.0,83,53.69
21,353,0.8,2.0,4,13926293.0,82.0,82,49.31
21,353,0.8,2.0,5,163737326.0,310425.0,83,56.11
21,353,0.8,2.0,6,85287177.0,144944.0,83,63.05
21,353,0.8,2.0,7,147565806.0,88398.0,82,67.4
21,353,0.8,2.0,8,14639839.0,18165.0,83,56.52
21,353,0.8,2.0,9,47889055.0,21271.0,83,56.95
21,353,0.8,2.0,10,1696560.0,18.0,82,62.8
21,353,0.8,2.0,11,6347221284.0,4886398.0,82,56.29
21,353,0.8,2.0,12,6818050.0,4196.0,83,56.86
21,353,0.8,2.0,13,8115391.0,17504.0,84,57.02
21,353,0.8,2.0,14,15999989.0,6147.0,83,58.34
21,353,0.8,2.0,15,2325425.0,1317.0,83,62.52
21,353,0.8,2.0,16,691130.0,5.0,84,53.41
21,353,0.8,2.0,17,145413.0,4.0,84,52.32
21,353,0.8,2.0,18,21726116.0,12608.0,83,60.4
21,353,0.8,2.0,19,5062957.0,1479.0,83,61.7
21,353,0.8,2.0,20,792951.0,96.0,83,60.98
21,353,0.8,2.0,21,183054954.0,163684.0,83,53.66
21,353,0.8,2.0,22,1830107368.0,1239404.0,82,52.03
21,353,0.8,2.0,23,93790001.0,79171.0,83,53.63
21,353,0.8,2.0,24,8376798.0,466.0,82,53.04
21,353,0.8,2.0,25,11500500.0,8733.0,83,49.75
21,353,0.8,2.0,26,121754927.0,123850.0,83,46.42
21,353,0.8,2.0,27,91148696.0,21515.0,82,49.32
21,353,0.8,2.0,28,588195.0,9.0,83,58.59
21,353,0.8,2.0,29,5879876.0,222.0,83,57.99
21,353,0.8,2.0,30,75859068.0,73205.0,83,52.0
21,353,0.8,2.0,31,921134864.0,829690.0,82,50.44
21,353,0.8,2.0,32,979664.0,50.0,83,51.53
21,353,0.8,2.0,33,2376097444.0,1089231.0,81,53.01
21,353,0.8,2.0,34,639679.0,96.0,83,56.76
21,353,0.8,2.0,35,2906732.0,1276.0,84,51.11
21,353,0.8,2.0,36,19205004.0,11791.0,83,58.93
21,353,0.8,2.0,37,1300717.0,40.0,83,54.22
21,353,0.8,2.0,38,45559934.0,21083.0,83,50.63
21,353,0.8,2.0,39,2587064997.0,5352233.0,82,59.68
21,353,0.8,2.0,40,179493211.0,46212.0,82,58.94
21,353,0.8,2.0,41,33323126.0,5221.0,83,55.37
21,353,0.8,2.0,42,30948958.0,3312.0,83,51.05
21,353,0.8,2.0,43,1912540.0,134.0,83,56.45
21,353,0.8,2.0,44,548149.0,216.0,84,54.86
21,353,0.8,2.0,45,166975.0,4.0,83,55.71
21,353,0.8,2.0,46,333823852.0,267883.0,82,48.11
21,353,0.8,2.0,47,4155869.0,3881.0,83,54.32
21,353,0.8,2.0,48,1201095570.0,403601.0,82,57.34
21,353,0.8,2.0,49,3305800.0,183.0,82,51.78
21,353,0.8,2.0,50,13712734.0,578.0,83,55.79
21,353,0.8,2.0,51,43319265.0,32488.0,83,52.4
21,353,0.8,2.0,52,21642688.0,12042.0,83,69.63
21,353,0.8,2.0,53,194066656.0,59523.0,82,50.95
21,353,0.8,2.0,54,5733629.0,5742.0,83,53.91
21,353,0.8,2.0,55,5250089.0,3336.0,83,48.82
21,353,0.8,2.0,56,1682795.0,12.0,83,57.83
21,353,0.8,2.0,57,276487292.0,61867.0,82,52.29
21,353,0.8,2.0,58,18410134.0,16623.0,83,59.34
21,353,0.8,2.0,59,236755461.0,80083.0,82,53.47
21,353,0.8,2.0,60,226103.0,18.0,84,58.34
21,353,0.8,2.0,61,805836.0,87.0,83,59.69
21,353,0.8,2.0,62,9292376.0,1953.0,83,53.29
21,353,0.8,2.0,63,24001616.0,14398.0,83,53.83
21,353,0.8,2.0,64,4555581.0,331.0,83,57.63
21,353,0.8,2.0,65,305188203.0,140740.0,82,61.51
21,353,0.8,2.0,66,57061087.0,43340.0,83,52.67
21,353,0.8,2.0,67,4391511.0,560.0,83,54.83
21,353,0.8,2.0,68,9441218.0,3627.0,83,60.13
21,353,0.8,2.0,69,7670192.0,6768.0,83,55.14
21,353,0.8,2.0,70,16350397.0,6986.0,83,63.99
21,353,0.8,2.0,71,1430764.0,814.0,83,52.6
21,353,0.8,2.0,72,4401242.0,1077.0,83,53.52
21,353,0.8,2.0,73,30469521.0,35251.0,83,60.47
21,353,0.8,2.0,74,118170.0,28.0,83,53.31
21,353,0.8,2.0,75,1548333510.0,3672562.0,83,51.61
21,353,0.8,2.0,76,1290724.0,4.0,83,58.63
21,353,0.8,2.0,77,817071058.0,654947.0,82,63.16
21,353,0.8,2.0,78,132243467.0,267580.0,83,66.15
21,353,0.8,2.0,79,5984182.0,430.0,82,59.02
21,353,0.8,2.0,80,438598759.0,308251.0,82,53.91
21,353,0.8,2.0,81,1813761.0,241.0,83,56.04
21,353,0.8,2.0,82,781043678.0,552301.0,82,55.1
21,353,0.8,2.0,83,19126188.0,7337.0,82,62.57
21,353,0.8,2.0,84,1568948.0,208.0,83,52.12
21,353,0.8,2.0,85,749899913.0,1453350.0,83,51.35
21,353,0.8,2.0,86,29835662.0,11627.0,82,57.95
21,353,0.8,2.0,87,22955559.0,4394.0,83,55.8
21,353,0.8,2.0,88,69031.0,4.0,83,54.24
21,353,0.8,2.0,89,7834168.0,1484.0,82,60.97
21,353,0.8,2.0,90,5426806.0,752.0,83,54.82
21,353,0.8,2.0,91,16572550.0,7475.0,82,58.91
21,353,0.8,2.0,92,362407.0,48.0,83,55.17
21,353,0.8,2.0,93,662820787.0,442202.0,82,53.6
