L,N,d,r,seed,D_(MIS-1),D_MIS,MIS,Process time counter
21,353,0.8,3.163,0,28670705.0,24590.0,38,16.77
21,353,0.8,3.163,1,276079.0,646.0,39,15.48
21,353,0.8,3.163,2,803103.0,1158.0,39,15.43
21,353,0.8,3.163,3,1362762.0,450.0,39,15.71
21,353,0.8,3.163,4,757846.0,1388.0,39,14.68
21,353,0.8,3.163,5,307950.0,400.0,39,16.13
21,353,0.8,3.163,6,356468.0,394.0,39,15.91
21,353,0.8,3.163,7,333619323.0,265839.0,37,16.72
21,353,0.8,3.163,8,44800303.0,1756.0,38,16.95
21,353,0.8,3.163,9,3763681.0,6360.0,39,16.12
21,353,0.8,3.163,10,31908.0,48.0,39,17.21
21,353,0.8,3.163,11,551854.0,213.0,39,15.3
21,353,0.8,3.163,12,2210269.0,5775.0,39,16.89
21,353,0.8,3.163,13,40496.0,16.0,39,15.74
21,353,0.8,3.163,14,681974.0,447.0,39,14.33
21,353,0.8,3.163,15,33621407.0,35151.0,38,17.91
21,353,0.8,3.163,16,23503297.0,28640.0,38,15.49
21,353,0.8,3.163,17,59267.0,12.0,39,16.07
21,353,0.8,3.163,18,3523998.0,6147.0,38,18.47
21,353,0.8,3.163,19,2077805.0,1576.0,39,18.0
21,353,0.8,3.163,20,31728952.0,31998.0,38,15.37
21,353,0.8,3.163,21,1573865.0,2884.0,39,16.39
21,353,0.8,3.163,22,69521.0,1.0,40,13.66
21,353,0.8,3.163,23,700176.0,998.0,39,15.26
21,353,0.8,3.163,24,116265.0,184.0,39,15.06
21,353,0.8,3.163,25,498461.0,1620.0,39,14.55
21,353,0.8,3.163,26,715047.0,1530.0,39,14.16
21,353,0.8,3.163,27,2049244.0,4246.0,39,15.74
21,353,0.8,3.163,28,687403.0,812.0,39,16.47
21,353,0.8,3.163,29,670486.0,2.0,39,16.59
21,353,0.8,3.163,30,3032404.0,532.0,38,14.9
21,353,0.8,3.163,31,101956.0,85.0,39,15.0
21,353,0.8,3.163,32,875809.0,86.0,39,14.7
21,353,0.8,3.163,33,3225036.0,7095.0,38,16.44
21,353,0.8,3.163,34,44966051.0,162128.0,38,15.49
21,353,0.8,3.163,35,13045.0,3.0,40,15.08
21,353,0.8,3.163,36,1945649.0,4866.0,39,17.09
21,353,0.8,3.163,37,571788.0,228.0,39,15.09
21,353,0.8,3.163,38,2888264.0,3019.0,39,14.75
21,353,0.8,3.163,39,796391.0,2961.0,39,15.59
21,353,0.8,3.163,40,324450.0,234.0,39,16.97
21,353,0.8,3.163,41,152722149.0,320027.0,38,16.85
21,353,0.8,3.163,42,80388730.0,271692.0,38,15.79
21,353,0.8,3.163,43,41836.0,21.0,39,15.49
21,353,0.8,3.163,44,30752324.0,23289.0,38,16.66
21,353,0.8,3.163,45,5811248.0,29194.0,39,15.87
21,353,0.8,3.163,46,42542288.0,66173.0,38,14.98
21,353,0.8,3.163,47,713501.0,213.0,39,15.56
21,353,0.8,3.163,48,85640416.0,118387.0,38,15.42
21,353,0.8,3.163,49,1211021.0,544.0,39,14.24
21,353,0.8,3.163,50,1686132.0,1407.0,39,16.33
21,353,0.8,3.163,51,136307.0,75.0,39,16.2
21,353,0.8,3.163,52,41676.0,97.0,40,17.46
21,353,0.8,3.163,53,14720629.0,19288.0,38,14.85
21,353,0.8,3.163,54,125083.0,192.0,39,15.55
21,353,0.8,3.163,55,1227156.0,2252.0,39,15.16
21,353,0.8,3.163,56,1636698.0,4205.0,39,15.21
21,353,0.8,3.163,57,16423722.0,99420.0,39,16.36
