L,N,d,r,seed,D_(MIS-1),D_MIS,MIS,Process time counter
21,353,0.8,5.0,0,404040.0,477.0,21,11.65
21,353,0.8,5.0,1,489358.0,330.0,21,11.06
21,353,0.8,5.0,2,71240.0,9.0,21,11.29
21,353,0.8,5.0,3,5013.0,12.0,22,11.66
21,353,0.8,5.0,4,925.0,2.0,22,11.15
21,353,0.8,5.0,5,5821.0,18.0,22,11.39
21,353,0.8,5.0,6,249017.0,103.0,21,10.54
21,353,0.8,5.0,7,67781.0,29.0,21,11.62
21,353,0.8,5.0,8,94021616.0,143484.0,20,12.4
21,353,0.8,5.0,9,8500.0,12.0,22,11.29
21,353,0.8,5.0,10,82618.0,36.0,21,13.34
21,353,0.8,5.0,11,237.0,1.0,23,10.32
21,353,0.8,5.0,12,936845.0,2133.0,21,12.11
21,353,0.8,5.0,13,799026.0,1637.0,21,10.27
21,353,0.8,5.0,14,445029.0,185.0,21,10.73
21,353,0.8,5.0,15,575877.0,1464.0,21,12.92
21,353,0.8,5.0,16,2014.0,2.0,22,11.86
21,353,0.8,5.0,17,1142086.0,252.0,21,11.62
21,353,0.8,5.0,18,125013.0,180.0,21,11.58
21,353,0.8,5.0,19,2787214.0,5465.0,21,12.96
21,353,0.8,5.0,20,373258.0,365.0,21,10.69
21,353,0.8,5.0,21,3908.0,4.0,22,11.38
21,353,0.8,5.0,22,7174.0,19.0,22,10.08
21,353,0.8,5.0,23,147189.0,84.0,21,10.58
21,353,0.8,5.0,24,78094.0,20.0,21,10.72
21,353,0.8,5.0,25,84068.0,22.0,21,10.67
21,353,0.8,5.0,26,420488.0,281.0,21,10.79
21,353,0.8,5.0,27,1064520.0,2177.0,21,10.82
21,353,0.8,5.0,28,556737.0,923.0,21,12.08
21,353,0.8,5.0,29,634234.0,895.0,21,11.95
21,353,0.8,5.0,30,814031.0,2780.0,21,10.47
21,353,0.8,5.0,31,169265.0,48.0,21,11.24
21,353,0.8,5.0,32,637920.0,900.0,21,10.31
21,353,0.8,5.0,33,656775.0,1355.0,21,11.19
21,353,0.8,5.0,34,10397299.0,3881.0,20,11.67
21,353,0.8,5.0,35,3243.0,2.0,22,11.37
21,353,0.8,5.0,36,748920.0,1816.0,21,12.15
21,353,0.8,5.0,37,9323.0,17.0,22,11.7
21,353,0.8,5.0,38,1049244.0,473.0,21,10.78
21,353,0.8,5.0,39,142156.0,62.0,21,11.27
21,353,0.8,5.0,40,8227.0,34.0,22,12.32
21,353,0.8,5.0,41,835869.0,1656.0,21,11.28
21,353,0.8,5.0,42,398812.0,312.0,21,12.37
21,353,0.8,5.0,43,206948.0,71.0,21,11.55
21,353,0.8,5.0,44,78759694.0,82459.0,20,11.79
21,353,0.8,5.0,45,262420.0,174.0,21,11.52
21,353,0.8,5.0,46,82991196.0,161949.0,20,10.42
21,353,0.8,5.0,47,3630.0,12.0,22,11.35
21,353,0.8,5.0,48,723567.0,318.0,21,11.64
21,353,0.8,5.0,49,725435.0,1195.0,21,10.06
21,353,0.8,5.0,50,1087721.0,243.0,21,11.91
21,353,0.8,5.0,51,6700.0,23.0,22,11.8
21,353,0.8,5.0,52,3372.0,1.0,22,13.65
21,353,0.8,5.0,53,33632739.0,28094.0,20,10.52
21,353,0.8,5.0,54,4054.0,18.0,22,12.06
21,353,0.8,5.0,55,1514.0,1.0,22,10.87
21,353,0.8,5.0,56,10432.0,18.0,22,10.73
21,353,0.8,5.0,57,1252943.0,2086.0,21,12.03
21,353,0.8,5.0,58,468298.0,879.0,21,12.36
21,353,0.8,5.0,59,152922.0,139.0,21,12.41
21,353,0.8,5.0,60,177958.0,121.0,21,11.28
21,353,0.8,5.0,61,505889.0,237.0,21,11.43
21,353,0.8,5.0,62,498770.0,144.0,21,11.73
21,353,0.8,5.0,63,3833.0,13.0,22,11.22
21,353,0.8,5.0,64,56136.0,8.0,21,11.03
21,353,0.8,5.0,65,897749.0,1330.0,21,11.71
21,353,0.8,5.0,66,629780.0,291.0,21,11.42
21,353,0.8,5.0,67,360738.0,284.0,21,11.82
21,353,0.8,5.0,68,108596.0,111.0,21,11.06
21,353,0.8,5.0,69,1657.0,4.0,22,11.09
21,353,0.8,5.0,70,317010.0,241.0,21,11.81
21,353,0.8,5.0,71,241058.0,52.0,21,11.37
21,353,0.8,5.0,72,150039.0,286.0,21,12.56
21,353,0.8,5.0,73,412259.0,159.0,21,11.46
21,353,0.8,5.0,74,2690.0,4.0,22,11.74
21,353,0.8,5.0,75,60879.0,46.0,21,10.75
21,353,0.8,5.0,76,182430.0,62.0,21,12.13
21,353,0.8,5.0,77,425351.0,533.0,21,11.9
21,353,0.8,5.0,78,17313208.0,10338.0,20,13.63
21,353,0.8,5.0,79,58926046.0,80634.0,20,11.85
21,353,0.8,5.0,80,3413.0,10.0,22,10.31
21,353,0.8,5.0,81,735.0,1.0,22,10.96
21,353,0.8,5.0,82,10113.0,34.0,22,11.87
21,353,0.8,5.0,83,339772.0,319.0,21,10.07
21,353,0.8,5.0,84,867633.0,686.0,21,11.36
21,353,0.8,5.0,85,57046.0,64.0,21,10.45
21,353,0.8,5.0,86,9683.0,35.0,22,11.23
