L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
21,0.8,38,1.415,4,0.311619,1.115593,0.313525,0.262506,0.987657,0.264331,125
21,0.8,38,1.415,5,0.445586,2.484514,0.447514,0.237158,1.556826,0.238856,128
21,0.8,38,1.415,6,0.689582,4.288179,0.691513,0.756951,4.376178,0.758753,130
21,0.8,38,1.415,7,1.351581,8.169565,1.354716,1.034854,6.861213,1.036555,134
21,0.8,38,1.415,8,1.676994,9.528013,1.678887,0.935517,6.075534,0.937283,136
21,0.8,38,1.415,9,7.362454,51.972929,7.364378,3.238228,23.916502,3.239966,137
21,0.8,38,1.415,10,19.176077,142.577613,19.178001,20.138894,151.259201,20.140808,138
21,0.8,38,1.415,11,19.29724,144.457031,19.299151,2.050362,12.916728,2.052098,140
21,0.8,38,1.415,12,31.517712,238.743172,31.519562,15.311236,115.94644,15.313133,140
21,0.8,38,1.415,13,34.475061,262.283648,34.47693,22.388058,167.681219,22.389884,142
21,0.8,38,1.415,14,33.22345,251.843029,33.225357,8.016148,58.777718,8.0179,142
21,0.8,38,1.415,15,34.994358,266.700079,34.996227,3.054848,21.857854,3.0566,143
21,0.8,38,1.415,16,13.354599,98.836395,13.356654,10.156658,75.795121,10.158485,148
21,0.8,38,1.415,17,14.24478,106.511872,14.246666,3.021007,20.813357,3.022789,146
21,0.8,38,1.415,18,20.805824,156.255706,20.807698,3.109706,21.436855,3.111486,144
21,0.8,38,1.415,19,5.504267,39.048414,5.506137,5.127278,37.526042,5.129026,147
21,0.8,38,1.415,20,16.416683,120.776085,16.418558,2.187912,13.920028,2.189744,146
21,0.8,39,1.415,1,0.069565,0.135602,0.071507,0.070721,0.139248,0.072588,111
21,0.8,39,1.415,2,0.056701,0.146059,0.058646,0.060578,0.139414,0.062324,117
21,0.8,39,1.415,3,0.07324,0.165177,0.075095,0.054315,0.119892,0.056016,120
21,0.8,39,1.415,4,0.07574,0.198696,0.077694,0.078544,0.193897,0.080249,126
21,0.8,39,1.415,5,0.175374,0.462632,0.177392,0.173013,0.427111,0.174806,130
21,0.8,39,1.415,6,0.585733,2.741121,0.587662,0.266083,1.652737,0.267793,131
21,0.8,39,1.415,7,0.887196,4.962885,0.889176,0.535144,3.347006,0.539768,133
21,0.8,39,1.415,8,1.899755,13.384966,1.902017,1.484119,10.294227,1.486035,136
21,0.8,39,1.415,9,3.914087,27.373003,3.915988,3.842168,27.481145,3.843893,137
21,0.8,39,1.415,10,23.114844,172.667243,23.116911,18.259502,136.132634,18.26126,136
21,0.8,39,1.415,11,23.968583,177.521037,23.970523,7.765906,55.570377,7.767692,139
21,0.8,39,1.415,12,36.989148,280.248109,36.991086,13.505719,95.126795,13.507601,141
21,0.8,39,1.415,13,15.421187,113.509789,15.423069,2.092476,14.569697,2.094249,142
21,0.8,39,1.415,14,25.005649,187.56065,25.007549,6.791813,49.280153,6.793555,141
21,0.8,39,1.415,15,26.485417,197.680393,26.487302,26.922575,204.106149,26.924381,143
21,0.8,39,1.415,16,18.817277,139.924317,18.819155,12.482751,90.881027,12.484508,143
21,0.8,39,1.415,17,40.535058,309.96824,40.536954,37.73559,287.711478,37.737446,142
21,0.8,39,1.415,18,92.177221,713.683156,92.179173,59.628256,455.291305,59.630026,140
21,0.8,39,1.415,19,70.89684,545.909978,70.898819,28.096702,211.912189,28.098464,140
21,0.8,39,1.415,20,40.208166,303.404227,40.211138,45.210866,344.228544,45.212776,141
21,0.8,40,1.415,1,0.071574,0.203512,0.073551,0.059905,0.16563,0.061667,113
21,0.8,40,1.415,2,0.226422,0.330131,0.228514,0.16884,0.434656,0.170578,119
21,0.8,40,1.415,3,0.025581,0.046179,0.027523,0.030745,0.039413,0.032571,127
21,0.8,40,1.415,4,0.204735,0.782404,0.206651,0.203427,0.768561,0.20516,128
21,0.8,40,1.415,5,0.210967,0.691158,0.212832,0.211531,0.717148,0.213451,132
21,0.8,40,1.415,6,0.215513,0.974054,0.217584,0.263692,1.040749,0.265535,133
21,0.8,40,1.415,7,1.444592,7.94733,1.446491,0.540569,3.304925,0.542336,133
21,0.8,40,1.415,8,2.059238,12.091878,2.061291,1.527576,9.787604,1.529278,134
21,0.8,40,1.415,9,2.418726,15.978647,2.420592,0.811088,5.427561,0.812885,137
21,0.8,40,1.415,10,10.097177,70.192696,10.099023,7.886995,55.083689,7.888742,138
21,0.8,40,1.415,11,55.532206,427.484875,55.534074,1.785944,11.250201,1.787773,136
21,0.8,40,1.415,12,12.775305,96.293899,12.777196,16.442158,124.889349,16.443916,139
21,0.8,40,1.415,13,20.860748,155.65094,20.862718,12.635601,92.051612,12.637408,140
21,0.8,40,1.415,14,14.322875,106.909299,14.324733,9.947794,72.609674,9.949508,141
21,0.8,40,1.415,15,8.462166,62.051557,8.464023,2.033701,12.771374,2.035515,143
21,0.8,40,1.415,16,7.288547,55.034005,7.290411,2.635712,18.115868,2.63748,145
21,0.8,40,1.415,17,43.963455,336.351458,43.965566,15.749956,114.53906,15.751751,141
21,0.8,40,1.415,18,78.466793,597.041485,78.468652,44.867422,336.379415,44.869226,140
21,0.8,40,1.415,19,81.010228,616.147037,81.012128,40.721497,309.97921,40.723351,141
21,0.8,40,1.415,20,25.182961,188.617746,25.184942,4.016135,28.204784,4.017954,143
21,0.8,41,1.415,1,0.06775,0.120263,0.069659,0.048511,0.101243,0.050253,112
21,0.8,41,1.415,2,0.093197,0.159242,0.09505,0.092202,0.154463,0.093972,116
21,0.8,41,1.415,3,0.090441,0.248398,0.092465,0.085422,0.204107,0.087116,122
21,0.8,41,1.415,4,0.222159,1.101445,0.224062,0.229733,1.086527,0.231449,123
21,0.8,41,1.415,5,0.458773,1.387949,0.460703,0.403172,1.417686,0.405068,126
21,0.8,41,1.415,6,0.490331,2.049197,0.492181,0.286318,1.797064,0.288079,129
21,0.8,41,1.415,7,0.860577,5.159387,0.862425,0.528956,3.297114,0.530709,131
21,0.8,41,1.415,8,2.044125,14.493412,2.046017,0.852238,5.498963,0.854045,132
21,0.8,41,1.415,9,2.915766,18.740829,2.917717,1.038757,6.917179,1.040561,136
21,0.8,41,1.415,10,3.805491,25.329532,3.807386,2.489392,17.190572,2.491127,137
21,0.8,41,1.415,11,3.318135,23.664165,3.320024,2.632833,18.307739,2.6346,142
21,0.8,41,1.415,12,14.815658,109.91801,14.817594,3.921648,29.07628,3.923406,142
21,0.8,41,1.415,13,32.674901,247.188589,32.676773,30.421199,230.377819,30.423091,142
21,0.8,41,1.415,14,40.651036,308.327178,40.652878,12.422967,89.738477,12.424702,142
21,0.8,41,1.415,15,22.853312,170.524788,22.855194,14.211301,104.911953,14.213021,143
21,0.8,41,1.415,16,15.398253,113.862117,15.400196,0.77221,5.174851,0.773989,144
21,0.8,41,1.415,17,12.833304,93.817522,12.835163,12.471336,91.094528,12.473089,145
21,0.8,41,1.415,18,21.706329,162.415936,21.708265,12.922387,93.63177,12.924153,145
21,0.8,41,1.415,19,19.174315,144.923552,19.176178,1.154832,7.870393,1.156561,146
21,0.8,41,1.415,20,4.841033,34.118249,4.842901,3.998596,28.707425,4.000365,149
21,0.8,42,1.415,1,0.048158,0.102793,0.050018,0.039038,0.084624,0.040874,115
21,0.8,42,1.415,2,0.12115,0.214816,0.122988,0.109087,0.179048,0.110913,120
21,0.8,42,1.415,3,0.072954,0.235172,0.07477,0.111313,0.342269,0.113109,124
21,0.8,42,1.415,4,0.127885,0.302002,0.129793,0.129108,0.32451,0.130913,128
21,0.8,42,1.415,5,0.475251,1.873386,0.477104,0.247387,1.487933,0.249119,129
21,0.8,42,1.415,6,1.16699,7.628564,1.168952,1.086108,6.422014,1.089105,131
21,0.8,42,1.415,7,2.408358,16.272569,2.410187,1.177323,7.675108,1.179088,133
21,0.8,42,1.415,8,2.903531,20.273489,2.905446,1.958622,13.588136,1.960344,135
21,0.8,42,1.415,9,2.188557,14.2206,2.190421,0.508599,3.332132,0.510358,137
21,0.8,42,1.415,10,18.5454,135.603734,18.547284,2.473548,17.773115,2.475318,136
21,0.8,42,1.415,11,28.71731,216.62611,28.71924,12.127983,89.785964,12.129724,138
21,0.8,42,1.415,12,58.699113,451.037654,58.700981,19.281934,145.464028,19.283765,138
21,0.8,42,1.415,13,29.436731,185.740747,29.438586,16.037539,99.628394,16.039306,140
21,0.8,42,1.415,14,39.036899,244.353362,39.038743,10.442142,65.970371,10.443973,141
21,0.8,42,1.415,15,24.994437,157.234294,24.996391,7.374512,45.869129,7.376395,142
21,0.8,42,1.415,16,24.370061,150.593374,24.371977,6.362917,38.958853,6.364703,142
21,0.8,42,1.415,17,57.011993,364.355544,57.01442,20.926317,129.963674,20.928476,141
21,0.8,42,1.415,18,51.008052,325.223915,51.009974,19.505822,121.810782,19.507579,140
21,0.8,42,1.415,19,46.790685,301.856868,46.792793,28.639366,184.925902,28.641587,141
21,0.8,42,1.415,20,83.85368,539.573846,83.856126,55.293491,350.942583,55.295341,140
21,0.8,43,1.415,1,0.013411,0.02237,0.015342,0.01352,0.021312,0.015268,115
21,0.8,43,1.415,2,0.06457,0.190683,0.066488,0.053792,0.15327,0.055481,118
21,0.8,43,1.415,3,0.166989,0.298065,0.1689,0.169278,0.248586,0.171031,120
21,0.8,43,1.415,4,0.202665,0.76972,0.204686,0.187186,0.697699,0.189204,122
21,0.8,43,1.415,5,0.223498,1.098806,0.225353,0.242371,1.179851,0.244098,126
21,0.8,43,1.415,6,0.297581,1.39096,0.299495,0.393565,1.524949,0.395272,129
21,0.8,43,1.415,7,0.246236,1.273665,0.248125,0.231969,1.228264,0.23368,133
21,0.8,43,1.415,8,0.4061,2.377828,0.407963,0.409426,2.322018,0.411219,135
21,0.8,43,1.415,9,14.376288,107.388365,14.378313,1.835106,12.766039,1.837162,133
21,0.8,43,1.415,10,21.394697,162.912423,21.396527,18.636602,138.726872,18.638384,134
21,0.8,43,1.415,11,14.180523,103.498896,14.182414,12.65333,93.511609,12.655078,138
21,0.8,43,1.415,12,41.745422,316.637414,41.747341,1.623653,10.377392,1.625429,138
21,0.8,43,1.415,13,28.473095,214.719267,28.474985,4.571088,32.249239,4.573182,140
21,0.8,43,1.415,14,29.227997,220.925751,29.229854,17.04694,125.42121,17.048801,141
21,0.8,43,1.415,15,18.812799,140.671532,18.814725,4.759271,34.316901,4.761028,143
21,0.8,43,1.415,16,23.417879,175.980922,23.419758,17.918047,132.408585,17.91982,144
21,0.8,43,1.415,17,42.58394,322.515121,42.585773,5.172111,37.164614,5.173924,141
21,0.8,43,1.415,18,28.737235,216.532444,28.739101,22.547918,167.988099,22.549747,142
21,0.8,43,1.415,19,30.26417,228.057925,30.2661,20.251199,151.276583,20.253628,142
21,0.8,43,1.415,20,57.21636,441.564188,57.218334,33.867977,258.313391,33.869761,141
21,0.8,44,1.415,1,0.066546,0.13093,0.068455,0.039894,0.105711,0.041622,113
21,0.8,44,1.415,2,0.04219,0.102181,0.044121,0.062295,0.131094,0.064081,118
21,0.8,44,1.415,3,0.062288,0.15344,0.064128,0.064843,0.15213,0.066559,122
21,0.8,44,1.415,4,0.311905,0.356725,0.314113,0.221789,0.31436,0.223819,123
21,0.8,44,1.415,5,0.214521,0.675482,0.216561,0.23174,0.691386,0.234745,125
21,0.8,44,1.415,6,0.187732,0.582082,0.189694,0.190713,0.609392,0.192421,130
21,0.8,44,1.415,7,0.719614,4.199409,0.721486,0.644288,3.993085,0.646044,132
21,0.8,44,1.415,8,1.268941,8.652924,1.270787,0.473896,3.131925,0.475695,134
21,0.8,44,1.415,9,1.539411,10.45488,1.541368,0.702138,4.614747,0.703923,137
21,0.8,44,1.415,10,8.661224,60.225854,8.663088,2.798155,19.71416,2.799968,137
21,0.8,44,1.415,11,19.256568,145.173637,19.258486,7.763456,55.878072,7.765361,138
21,0.8,44,1.415,12,12.485643,92.007016,12.487552,11.101084,81.554171,11.102855,140
21,0.8,44,1.415,13,29.8502,224.634876,29.852098,10.168284,74.221176,10.170048,141
21,0.8,44,1.415,14,27.621795,205.994621,27.623737,32.713457,245.990324,32.715292,141
21,0.8,44,1.415,15,39.648488,300.793045,39.650433,13.766127,101.421535,13.767876,142
21,0.8,44,1.415,16,26.459957,198.655474,26.461837,26.857178,203.937736,26.858984,143
21,0.8,44,1.415,17,16.940441,123.899355,16.942314,0.500203,3.383996,0.502044,144
21,0.8,44,1.415,18,25.509406,191.308234,25.511329,15.237629,112.431897,15.239368,142
21,0.8,44,1.415,19,32.767474,247.608545,32.769318,28.816708,217.588588,28.818474,142
21,0.8,44,1.415,20,21.208297,158.543482,21.210232,17.995448,131.754856,17.99721,143
21,0.8,45,1.415,1,0.023371,0.033977,0.025241,0.019895,0.031179,0.021703,115
21,0.8,45,1.415,2,0.125205,0.314951,0.127061,0.051153,0.132872,0.052879,118
21,0.8,45,1.415,3,0.229662,0.509345,0.231996,0.223413,0.459204,0.225634,122
21,0.8,45,1.415,4,0.120859,0.249388,0.122727,0.130867,0.315676,0.132652,127
21,0.8,45,1.415,5,0.195635,0.722508,0.197765,0.203044,0.728637,0.204982,131
21,0.8,45,1.415,6,0.264236,0.80829,0.266683,0.225493,0.718581,0.227494,135
21,0.8,45,1.415,7,0.469053,2.432457,0.470924,0.459631,2.392165,0.46142,136
21,0.8,45,1.415,8,0.603099,3.021826,0.605023,0.294425,1.73763,0.296508,138
21,0.8,45,1.415,9,1.811426,11.834008,1.813277,0.500623,3.258448,0.502347,139
21,0.8,45,1.415,10,1.878412,12.055345,1.880298,1.701821,11.467771,1.703524,142
21,0.8,45,1.415,11,2.419167,14.895237,2.421087,0.817694,5.395751,0.819466,142
21,0.8,45,1.415,12,2.917863,19.543111,2.91992,0.572005,3.753338,0.573963,144
21,0.8,45,1.415,13,6.295188,43.358109,6.297051,0.846685,5.692077,0.848481,144
21,0.8,45,1.415,14,17.146563,125.210885,17.148723,3.301146,22.713324,3.302866,143
21,0.8,45,1.415,15,21.21025,154.805502,21.21224,3.500338,24.231134,3.502116,142
21,0.8,45,1.415,16,58.248427,434.239953,58.250628,65.14705,486.877288,65.148943,142
21,0.8,45,1.415,17,7.343518,53.581082,7.345429,1.526368,10.126547,1.528125,144
21,0.8,45,1.415,18,22.559739,165.178911,22.562113,4.851653,34.768144,4.853408,142
21,0.8,45,1.415,19,39.788705,295.473455,39.790647,18.353309,132.366865,18.355132,141
21,0.8,45,1.415,20,124.794069,934.178682,124.796093,34.173658,249.449512,34.175432,139
21,0.8,46,1.415,1,0.043915,0.079284,0.045846,0.044016,0.076402,0.045753,114
21,0.8,46,1.415,2,0.061631,0.129186,0.063905,0.068948,0.128038,0.071098,117
21,0.8,46,1.415,3,0.116442,0.385596,0.118584,0.105828,0.331147,0.107927,119
21,0.8,46,1.415,4,0.224467,0.609624,0.22674,0.215644,0.536516,0.217579,124
21,0.8,46,1.415,5,0.19208,0.553639,0.193968,0.222407,0.579099,0.224251,127
21,0.8,46,1.415,6,0.713996,3.490489,0.71587,0.490965,3.033025,0.492706,129
21,0.8,46,1.415,7,0.18705,0.92312,0.188901,0.220288,0.976795,0.221964,134
21,0.8,46,1.415,8,0.832622,3.798235,0.83481,0.614104,3.609641,0.616054,137
21,0.8,46,1.415,9,2.117056,14.554877,2.119124,0.2299,1.5098,0.231624,139
21,0.8,46,1.415,10,1.724599,11.534006,1.726674,0.577408,3.637455,0.57944,140
21,0.8,46,1.415,11,3.145828,17.142652,3.148669,1.952362,12.202069,1.954082,142
21,0.8,46,1.415,12,5.699513,41.529478,5.701379,3.610251,25.759406,3.612031,141
21,0.8,46,1.415,13,14.676522,108.632929,14.678548,3.6775,25.671055,3.679334,141
21,0.8,46,1.415,14,23.065006,172.614188,23.066994,1.057162,7.310392,1.05898,141
21,0.8,46,1.415,15,13.14863,96.417414,13.15061,6.878675,49.049265,6.880414,143
21,0.8,46,1.415,16,15.164678,110.076616,15.16653,14.823746,108.830921,14.825524,145
21,0.8,46,1.415,17,5.818858,40.051938,5.820717,8.406578,60.482934,8.408376,146
21,0.8,46,1.415,18,21.63605,159.826068,21.637912,5.896824,42.640329,5.89856,144
21,0.8,46,1.415,19,18.666451,138.822852,18.668391,5.732843,41.689473,5.734652,144
21,0.8,46,1.415,20,15.696689,112.472861,15.698559,14.879747,106.794864,14.881517,145
21,0.8,47,1.415,1,0.036095,0.084328,0.038075,0.03309,0.073847,0.034967,114
21,0.8,47,1.415,2,0.167913,0.419889,0.169905,0.169017,0.435556,0.170756,116
21,0.8,47,1.415,3,0.199143,0.929927,0.200983,0.21139,0.951425,0.213134,121
21,0.8,47,1.415,4,0.132833,0.256291,0.134703,0.129885,0.258021,0.131656,127
21,0.8,47,1.415,5,0.221372,0.962129,0.223276,0.194726,0.870599,0.196594,128
21,0.8,47,1.415,6,0.925016,4.935809,0.927382,0.721041,4.626034,0.722782,129
21,0.8,47,1.415,7,2.037109,13.200462,2.038949,1.536014,10.046714,1.537817,131
21,0.8,47,1.415,8,3.753719,25.1892,3.755653,8.441852,62.239354,8.44358,132
21,0.8,47,1.415,9,2.481318,16.588071,2.48323,0.805121,5.221252,0.806857,137
21,0.8,47,1.415,10,13.616757,99.089331,13.61876,8.612579,62.683134,8.614332,137
21,0.8,47,1.415,11,16.73217,126.173701,16.73405,12.693832,93.078214,12.695646,138
21,0.8,47,1.415,12,5.286766,38.566681,5.288658,3.386936,24.270091,3.388722,142
21,0.8,47,1.415,13,43.72177,334.803239,43.723626,2.606135,18.023741,2.608581,139
21,0.8,47,1.415,14,23.592805,174.409582,23.594657,1.389154,9.375131,1.390957,142
21,0.8,47,1.415,15,48.94298,372.862061,48.944896,6.859896,50.237483,6.861699,141
21,0.8,47,1.415,16,32.969582,251.899837,32.971452,19.060758,141.500376,19.062573,142
21,0.8,47,1.415,17,26.650655,191.0356,26.652517,29.546544,211.698554,29.548587,142
21,0.8,47,1.415,18,149.953456,1118.268499,149.955444,107.427154,783.10501,107.429168,141
21,0.8,47,1.415,19,94.542822,682.150038,94.544841,21.74276,152.926462,21.744699,141
21,0.8,47,1.415,20,72.391243,517.079757,72.393339,43.593473,306.516852,43.595316,142
21,0.8,48,1.415,1,0.07155,0.035504,0.078589,0.045593,0.041276,0.050958,116
21,0.8,48,1.415,2,0.015011,0.026724,0.02914,0.023567,0.025894,0.025632,121
21,0.8,48,1.415,3,0.187833,0.414611,0.18966,0.186938,0.407788,0.18865,121
21,0.8,48,1.415,4,0.162409,0.363568,0.164232,0.17661,0.494995,0.17834,125
21,0.8,48,1.415,5,0.257979,1.372878,0.259936,0.258627,1.378164,0.260398,128
21,0.8,48,1.415,6,0.57399,2.298662,0.576102,0.48213,1.973631,0.484167,131
21,0.8,48,1.415,7,1.815871,10.983723,1.818424,1.719942,10.786365,1.721969,133
21,0.8,48,1.415,8,4.021731,25.577322,4.02355,2.073017,12.614327,2.075043,134
21,0.8,48,1.415,9,13.878602,98.974658,13.880834,12.067573,84.84123,12.069506,136
21,0.8,48,1.415,10,15.269629,106.16434,15.271706,14.417363,100.920104,14.419535,138
21,0.8,48,1.415,11,95.327736,689.852548,95.329614,33.077043,233.476006,33.078816,138
21,0.8,48,1.415,12,24.125915,171.373567,24.127969,20.077101,139.264708,20.079151,141
21,0.8,48,1.415,13,40.633754,290.446603,40.635618,30.190395,213.331832,30.193937,141
21,0.8,48,1.415,14,36.047107,254.097192,36.049156,28.10578,197.836407,28.10761,142
21,0.8,48,1.415,15,88.71043,613.056352,88.715018,110.094875,757.274951,110.096952,140
21,0.8,48,1.415,16,84.416132,571.197446,84.418497,27.453731,178.932423,27.455616,140
21,0.8,48,1.415,17,15.686614,102.853423,15.688482,4.481407,30.499727,4.483343,144
21,0.8,48,1.415,18,14.242222,94.457909,14.244081,6.374342,42.696781,6.376083,144
21,0.8,48,1.415,19,18.937076,142.370646,18.939019,14.753216,109.930818,14.755002,143
21,0.8,48,1.415,20,6.341751,43.699829,6.344135,4.426071,31.822725,4.427902,145
21,0.8,49,1.415,1,0.01989,0.030642,0.0218,0.018238,0.027036,0.020363,113
21,0.8,49,1.415,2,0.109063,0.250984,0.111363,0.073588,0.191614,0.0755,114
21,0.8,49,1.415,3,0.073246,0.193782,0.075191,0.068199,0.172348,0.069913,121
21,0.8,49,1.415,4,0.174881,0.235082,0.180027,0.118074,0.188668,0.121124,125
21,0.8,49,1.415,5,0.220717,0.387246,0.222782,0.184035,0.274891,0.186557,128
21,0.8,49,1.415,6,0.302224,1.480818,0.304409,0.295454,1.400551,0.297527,130
21,0.8,49,1.415,7,0.780538,3.299783,0.782654,0.461536,2.762985,0.463362,132
21,0.8,49,1.415,8,0.969624,4.769786,0.971928,0.257124,1.571796,0.25929,137
21,0.8,49,1.415,9,1.860094,11.734575,1.86193,0.250395,1.558476,0.252117,139
21,0.8,49,1.415,10,2.229228,13.468326,2.23131,1.434507,9.175817,1.436536,141
21,0.8,49,1.415,11,4.448979,28.782051,4.451067,1.479607,10.195516,1.481407,140
21,0.8,49,1.415,12,31.333663,226.198066,31.335521,17.095748,119.32592,17.097596,139
21,0.8,49,1.415,13,20.820008,146.651728,20.822021,15.18859,106.903195,15.190416,141
21,0.8,49,1.415,14,71.472397,547.759304,71.474335,18.881071,141.256366,18.882944,140
21,0.8,49,1.415,15,39.988312,305.572942,39.990195,4.492707,32.792803,4.494751,141
21,0.8,49,1.415,16,39.139644,300.338934,39.141466,11.19631,81.963538,11.198081,142
21,0.8,49,1.415,17,29.719453,224.183071,29.721398,14.577198,107.535887,14.579026,143
21,0.8,49,1.415,18,74.950072,573.760815,74.951949,30.575017,233.528631,30.576859,141
21,0.8,49,1.415,19,28.181529,211.748012,28.183424,32.372058,244.37225,32.374045,143
21,0.8,49,1.415,20,23.861335,180.908364,23.863189,14.146564,103.615626,14.148333,143
21,0.8,50,1.415,1,0.152134,0.251827,0.154166,0.15276,0.246057,0.154608,111
21,0.8,50,1.415,2,0.049356,0.161771,0.051256,0.077897,0.235558,0.079594,117
21,0.8,50,1.415,3,0.044452,0.08422,0.046285,0.043785,0.081302,0.045535,124
21,0.8,50,1.415,4,0.220647,0.471257,0.222552,0.180517,0.442772,0.182694,127
21,0.8,50,1.415,5,0.280386,1.315345,0.282232,0.217179,1.067765,0.218947,131
21,0.8,50,1.415,6,0.54053,2.836275,0.542397,0.502158,2.731635,0.503878,133
21,0.8,50,1.415,7,1.298401,6.516702,1.300323,0.937112,6.302554,0.938869,135
21,0.8,50,1.415,8,1.370315,8.70533,1.37222,0.578068,3.848484,0.579835,138
21,0.8,50,1.415,9,1.824089,11.965054,1.82594,0.938432,5.977018,0.940157,139
21,0.8,50,1.415,10,3.496533,23.286621,3.498614,2.859326,20.381967,2.861102,141
21,0.8,50,1.415,11,9.16659,64.162205,9.168443,3.403262,24.117528,3.404965,141
21,0.8,50,1.415,12,7.792668,57.427868,7.794518,7.57309,56.265869,7.574837,144
21,0.8,50,1.415,13,11.27098,82.005972,11.27289,11.17897,82.065919,11.18089,144
21,0.8,50,1.415,14,4.030263,26.319832,4.037684,1.641533,10.924827,1.64324,146
21,0.8,50,1.415,15,4.924217,34.843908,4.926331,4.026156,28.377642,4.027909,147
21,0.8,50,1.415,16,9.292287,68.097187,9.294156,1.365737,9.154266,1.367477,145
21,0.8,50,1.415,17,21.121926,147.689777,21.123783,2.730055,19.06581,2.731786,144
21,0.8,50,1.415,18,101.598561,730.282161,101.600431,45.942296,331.495046,45.944247,142
21,0.8,50,1.415,19,44.746977,318.36757,44.74918,21.888111,155.869436,21.890244,143
21,0.8,50,1.415,20,60.235517,433.472381,60.237645,42.486165,304.964995,42.488077,142
21,0.8,51,1.415,1,0.147269,0.261193,0.149359,0.066803,0.221189,0.069113,111
21,0.8,51,1.415,2,0.166193,0.230933,0.168391,0.164421,0.218979,0.167241,118
21,0.8,51,1.415,3,0.132732,0.307437,0.134661,0.131539,0.31777,0.133411,122
21,0.8,51,1.415,4,0.206661,0.426478,0.208996,0.1826,0.402982,0.185766,126
21,0.8,51,1.415,5,0.278808,1.191953,0.280677,0.268393,1.183755,0.270145,129
21,0.8,51,1.415,6,0.204857,0.772846,0.206861,0.253823,0.897353,0.255607,132
21,0.8,51,1.415,7,0.324025,1.670013,0.325884,0.456046,1.85554,0.458021,136
21,0.8,51,1.415,8,1.381372,8.30339,1.383454,0.470218,3.107647,0.471941,135
21,0.8,51,1.415,9,1.901248,13.011864,1.903124,1.512621,10.521689,1.514344,138
21,0.8,51,1.415,10,3.305508,22.107154,3.307487,2.956061,20.906904,2.957856,140
21,0.8,51,1.415,11,4.12356,30.367093,4.12545,3.300097,23.77051,3.30185,141
21,0.8,51,1.415,12,6.499426,47.805859,6.501262,0.436363,2.876277,0.438086,143
21,0.8,51,1.415,13,3.394665,23.596438,3.396539,3.45394,23.937194,3.45568,145
21,0.8,51,1.415,14,49.468156,378.783729,49.470042,18.521422,138.115904,18.523344,141
21,0.8,51,1.415,15,60.787607,445.429053,60.789491,4.048765,26.867721,4.050514,140
21,0.8,51,1.415,16,37.951477,282.351852,37.953321,9.489275,68.087263,9.491034,142
21,0.8,51,1.415,17,59.068638,447.574265,59.070609,13.75322,97.733785,13.754966,141
21,0.8,51,1.415,18,24.915288,182.61382,24.917201,8.988703,62.275228,8.990463,143
21,0.8,51,1.415,19,23.832609,178.244086,23.834578,14.712257,107.838685,14.71417,143
21,0.8,51,1.415,20,129.359918,989.946096,129.361778,10.860264,76.092332,10.862055,140
21,0.8,52,1.415,1,0.032958,0.08427,0.034786,0.030336,0.078601,0.032081,112
21,0.8,52,1.415,2,0.061217,0.137988,0.063117,0.056423,0.09491,0.058589,118
21,0.8,52,1.415,3,0.141473,0.629843,0.143573,0.096465,0.144646,0.098176,124
21,0.8,52,1.415,4,0.372349,1.531972,0.374328,0.205906,0.849119,0.207776,124
21,0.8,52,1.415,5,0.207835,1.013949,0.209682,0.217583,1.165053,0.219405,129
21,0.8,52,1.415,6,0.487892,2.498754,0.489848,0.273947,1.655512,0.275699,131
21,0.8,52,1.415,7,0.562885,3.420574,0.565006,0.519705,3.199797,0.521409,135
21,0.8,52,1.415,8,0.66722,2.785655,0.669639,0.283499,1.598137,0.285736,138
21,0.8,52,1.415,9,1.706977,10.496303,1.708835,0.651616,4.089345,0.653513,138
21,0.8,52,1.415,10,4.355842,27.306433,4.357989,2.410838,15.343281,2.412579,138
21,0.8,52,1.415,11,19.397003,129.171626,19.399031,2.073208,12.594703,2.075534,139
21,0.8,52,1.415,12,23.239541,153.326504,23.241611,18.475785,121.217494,18.477555,142
21,0.8,52,1.415,13,23.661564,158.850678,23.66379,5.140177,34.092136,5.142367,143
21,0.8,52,1.415,14,39.316026,264.487613,39.318368,0.602928,3.790899,0.60491,142
21,0.8,52,1.415,15,70.417957,481.110465,70.419998,16.125305,107.227098,16.127449,142
21,0.8,52,1.415,16,21.919285,140.13578,21.921324,4.437802,27.304658,4.439777,145
21,0.8,52,1.415,17,28.993277,191.783904,28.995483,2.096543,13.666114,2.098286,144
21,0.8,52,1.415,18,30.031073,199.63463,30.033015,5.463517,36.175148,5.465337,144
21,0.8,52,1.415,19,21.076145,140.397369,21.078208,18.844874,125.960142,18.846805,145
21,0.8,52,1.415,20,54.132803,359.510839,54.134735,38.111654,258.552218,38.113624,142
21,0.8,53,1.415,1,0.080307,0.151969,0.082166,0.079186,0.137612,0.080999,113
21,0.8,53,1.415,2,0.119979,0.269605,0.12222,0.119086,0.267927,0.121286,118
21,0.8,53,1.415,3,0.223792,0.539027,0.226096,0.229934,0.53131,0.232195,120
21,0.8,53,1.415,4,0.204936,0.930625,0.206888,0.196609,0.897963,0.198385,124
21,0.8,53,1.415,5,0.313175,1.105699,0.315001,0.257451,1.023311,0.26097,128
