L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
L,Density,Seed,UDG Radius,Frac Rewired,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
21,0.8,6,1.415,12,137.05381,1058.180696,137.055785,38.383991,288.280528,38.385842,134
21,0.8,6,1.415,13,169.491759,1318.143555,169.493814,20.350965,152.421989,20.352813,135
21,0.8,6,1.415,14,371.204244,2916.609857,371.206225,36.475351,274.377368,36.477225,135
21,0.8,6,1.415,15,145.123544,1119.072899,145.125789,96.724332,749.716039,96.726258,138
21,0.8,6,1.415,16,370.215387,2898.90877,370.217335,46.721661,341.026876,46.723583,137
21,0.8,6,1.415,17,767.637176,6045.49267,767.639278,533.06712,4196.499997,533.069189,136
21,0.8,6,1.415,18,858.776175,6771.024288,858.778215,32.128312,242.469872,32.130221,135
21,0.8,6,1.415,19,119.760727,931.30002,119.762719,19.213501,144.279438,19.215403,138
21,0.8,6,1.415,20,590.654465,4643.289521,590.657197,0.450139,2.970367,0.452113,136
21,0.8,7,1.415,1,0.019644,0.037097,0.0219,0.018231,0.03338,0.02018,112
21,0.8,7,1.415,2,0.207045,0.379592,0.209792,0.269106,0.424758,0.271496,114
21,0.8,7,1.415,3,0.35706,1.433207,0.359239,0.363683,1.526362,0.366057,117
21,0.8,7,1.415,4,0.512132,2.11607,0.514137,0.303199,1.783896,0.305083,122
21,0.8,7,1.415,5,1.323152,7.403786,1.325508,0.629114,4.199537,0.63098,125
21,0.8,7,1.415,6,1.992101,12.704888,1.994129,1.017988,6.867633,1.020006,126
21,0.8,7,1.415,7,7.748904,54.409728,7.751057,9.810167,72.265432,9.812571,128
21,0.8,7,1.415,8,10.767797,78.408598,10.769756,9.269435,68.917663,9.271333,131
21,0.8,7,1.415,9,55.972096,430.839319,55.974108,24.572641,185.915551,24.574553,130
21,0.8,7,1.415,10,63.944523,495.875367,63.94671,15.772957,116.474063,15.774815,132
21,0.8,7,1.415,11,541.52582,4262.472894,541.527943,38.114995,290.610268,38.118697,131
21,0.8,7,1.415,12,145.476568,1134.451079,145.478776,81.943654,631.957935,81.945652,134
21,0.8,7,1.415,13,406.173834,3186.401303,406.175813,370.39062,2903.415467,370.392499,134
21,0.8,7,1.415,14,105.368475,810.855548,105.37048,54.632671,415.075375,54.634701,136
21,0.8,7,1.415,15,945.83367,7451.765814,945.835896,501.137016,3800.568318,501.138961,134
21,0.8,7,1.415,16,596.316722,4690.027477,596.318889,656.024324,5158.365856,656.02632,135
21,0.8,7,1.415,17,1095.325273,8605.710001,1095.327537,1022.773092,7970.471694,1022.775668,135
21,0.8,7,1.415,18,1109.74583,8745.658087,1109.747893,389.660993,3050.941677,389.663021,135
21,0.8,7,1.415,19,736.42178,5733.34305,736.42386,215.365882,1678.760634,215.367777,136
21,0.8,7,1.415,20,522.630038,4100.078047,522.631979,6.952449,50.053397,6.954362,136
21,0.8,8,1.415,1,0.015451,0.024396,0.017467,0.019194,0.024397,0.021028,113
21,0.8,8,1.415,2,0.176058,0.276229,0.17854,0.187936,0.294787,0.190195,117
21,0.8,8,1.415,3,0.190822,0.510336,0.192915,0.192961,0.651843,0.194836,120
21,0.8,8,1.415,4,0.540541,1.821575,0.543366,0.304749,1.496868,0.306663,122
