L,Density,Seed,UDG Radius,CPLEX TTO,Process TTO,Clock TTO,CPLEX TTS,Process TTS,Clock TTS,Solution
13,0.8,11,3.0,0.211474,0.635227,0.214437,0.191873,0.474009,0.193675,18
13,0.8,12,3.0,0.184491,0.38079,0.186379,0.192685,0.457022,0.194404,18
13,0.8,13,3.0,0.138573,0.440742,0.140652,0.101786,0.276225,0.103838,18
13,0.8,14,3.0,0.126774,0.455907,0.128749,0.069083,0.208561,0.071341,18
13,0.8,15,3.0,0.087221,0.34608,0.089742,0.084448,0.267816,0.086275,19
13,0.8,16,3.0,0.188895,0.403533,0.19188,0.18197,0.370147,0.18363,19
13,0.8,17,3.0,0.194296,0.699046,0.196363,0.16605,0.429976,0.168111,18
13,0.8,18,3.0,0.18802,0.600716,0.189911,0.284632,0.723795,0.286311,18
13,0.8,19,3.0,0.159223,0.734544,0.160998,0.162702,0.741298,0.164429,18
13,0.8,20,3.0,0.132744,0.271175,0.134653,0.132872,0.284274,0.13458,18
13,0.8,21,3.0,0.345659,0.696161,0.347497,0.017933,0.027057,0.020348,18
13,0.8,22,3.0,0.224442,0.724348,0.226558,0.278346,0.598115,0.280719,18
13,0.8,23,3.0,0.212773,0.617259,0.214658,0.036321,0.030638,0.038028,18
13,0.8,24,3.0,0.246732,0.771704,0.2486,0.270321,0.770129,0.273227,18
13,0.8,25,3.0,0.250026,1.079569,0.2523,0.237617,0.865695,0.240191,18
13,0.8,26,3.0,0.18643,0.792365,0.19026,0.038485,0.047573,0.040448,18
13,0.8,27,3.0,0.161675,0.732607,0.163868,0.022241,0.030842,0.025555,18
13,0.8,28,3.0,0.233685,0.697637,0.236056,0.233119,0.468062,0.235017,18
13,0.8,29,3.0,0.408521,1.298121,0.410435,0.205036,0.835236,0.206751,18
13,0.8,30,3.0,0.189552,0.418179,0.192695,0.147844,0.387915,0.149729,18
13,0.8,31,3.0,0.27633,0.851722,0.282001,0.301297,0.918572,0.303152,18
13,0.8,32,3.0,0.229904,0.657177,0.231882,0.173405,0.461583,0.175109,18
13,0.8,33,3.0,0.206757,0.670896,0.208726,0.018138,0.030312,0.019958,18
13,0.8,34,3.0,0.213565,0.467081,0.217623,0.30845,0.574138,0.310981,18
13,0.8,35,3.0,0.10407,0.232645,0.106523,0.105471,0.460005,0.107341,18
13,0.8,36,3.0,0.201263,0.860381,0.209356,0.034115,0.036368,0.035913,18
13,0.8,37,3.0,0.117557,0.434875,0.120996,0.020617,0.031663,0.022372,18
13,0.8,38,3.0,0.189785,0.660112,0.191634,0.228544,0.696682,0.230682,18
13,0.8,39,3.0,0.087408,0.325613,0.089273,0.117377,0.470572,0.119564,18
13,0.8,40,3.0,0.220059,0.899739,0.221966,0.226884,0.972184,0.228616,18
15,0.8,0,3.0,0.343785,1.231416,0.345852,0.194937,0.955262,0.197006,23
15,0.8,1,3.0,0.171027,0.826857,0.173079,0.17364,0.898236,0.175577,24
15,0.8,2,3.0,0.179052,0.703744,0.181122,0.154602,0.575938,0.156609,24
15,0.8,3,3.0,0.258565,0.521834,0.262745,0.235519,0.644143,0.237705,24
15,0.8,4,3.0,0.192194,0.723912,0.194194,0.186919,0.708939,0.1888,24
15,0.8,5,3.0,0.23642,0.838137,0.240532,0.22386,0.922398,0.225977,24
15,0.8,6,3.0,0.221513,0.860195,0.224098,0.221343,0.973219,0.22374,24
15,0.8,7,3.0,0.202659,0.985732,0.204761,0.209127,0.992907,0.211034,24
15,0.8,8,3.0,0.254973,0.828471,0.257493,0.259215,0.873613,0.261193,24
15,0.8,9,3.0,0.170754,0.698887,0.172884,0.169524,0.713851,0.171673,24
15,0.8,10,3.0,0.204243,0.766959,0.206349,0.213628,0.756848,0.215617,24
15,0.8,11,3.0,0.224825,0.843508,0.226935,0.223211,0.708158,0.225274,24
15,0.8,12,3.0,0.238371,0.932951,0.240482,0.21876,0.854254,0.220651,24
15,0.8,13,3.0,0.172742,0.647931,0.174826,0.201468,0.706295,0.203378,24
15,0.8,14,3.0,0.234553,0.898284,0.236626,0.259257,1.136503,0.261189,24
15,0.8,15,3.0,0.236803,0.89845,0.238914,0.422227,0.899829,0.425596,24
15,0.8,16,3.0,0.226658,1.007071,0.230008,0.197689,0.862413,0.199841,24
15,0.8,17,3.0,0.22259,0.696547,0.224901,0.21424,0.789654,0.216489,24
15,0.8,18,3.0,0.175716,0.56525,0.17784,0.212938,0.725783,0.215119,24
